"cod_commune";"lib_commune";"lib_risque"
"35139";Laillé;Par une crue à débordement lent de cours d'eau
"35139";Laillé;Séisme
"35139";Laillé;Feu de forêt
"35139";Laillé;Phénomène lié à l'atmosphère
"35139";Laillé;Tempête et grains (vent)
"35139";Laillé;Transport de marchandises dangereuses
"35140";Lalleu;Séisme
"35140";Lalleu;Phénomène lié à l'atmosphère
"35140";Lalleu;Tempête et grains (vent)
"35141";Landavran;Séisme
"35141";Landavran;Phénomène lié à l'atmosphère
"35141";Landavran;Tempête et grains (vent)
"35141";Landavran;Transport de marchandises dangereuses
"35142";Landéan;Séisme
"35142";Landéan;Phénomène lié à l'atmosphère
"35142";Landéan;Tempête et grains (vent)
"35142";Landéan;Transport de marchandises dangereuses
"35143";Landujan;Mouvement de terrain
"35143";Landujan;Tassements différentiels
"35143";Landujan;Séisme
"35143";Landujan;Phénomène lié à l'atmosphère
"35143";Landujan;Tempête et grains (vent)
"35143";Landujan;Transport de marchandises dangereuses
"35144";Langan;Séisme
"35144";Langan;Phénomène lié à l'atmosphère
"35144";Langan;Tempête et grains (vent)
"35145";Langon;Inondation
"35145";Langon;Par une crue à débordement lent de cours d'eau
"35145";Langon;Mouvement de terrain
"35145";Langon;Tassements différentiels
"35145";Langon;Séisme
"35145";Langon;Feu de forêt
"35145";Langon;Phénomène lié à l'atmosphère
"35145";Langon;Tempête et grains (vent)
"35145";Langon;Transport de marchandises dangereuses
"35146";Langouet;Séisme
"35146";Langouet;Phénomène lié à l'atmosphère
"35146";Langouet;Tempête et grains (vent)
"35148";Lanrigan;Séisme
"35148";Lanrigan;Phénomène lié à l'atmosphère
"35148";Lanrigan;Tempête et grains (vent)
"35148";Lanrigan;Transport de marchandises dangereuses
"35149";Lassy;Séisme
"35149";Lassy;Phénomène lié à l'atmosphère
"35149";Lassy;Tempête et grains (vent)
"35149";Lassy;Transport de marchandises dangereuses
"35150";Lécousse;Séisme
"35150";Lécousse;Phénomène lié à l'atmosphère
"35150";Lécousse;Tempête et grains (vent)
"35150";Lécousse;Transport de marchandises dangereuses
"35151";Lieuron;Séisme
"35151";Lieuron;Phénomène lié à l'atmosphère
"35151";Lieuron;Tempête et grains (vent)
"35151";Lieuron;Transport de marchandises dangereuses
"35152";Liffré;Mouvement de terrain
"35152";Liffré;Tassements différentiels
"35152";Liffré;Séisme
"35152";Liffré;Feu de forêt
"35152";Liffré;Phénomène lié à l'atmosphère
"35152";Liffré;Tempête et grains (vent)
"35152";Liffré;Transport de marchandises dangereuses
"35153";Lillemer;Inondation
"35153";Lillemer;Par submersion marine
"35153";Lillemer;Mouvement de terrain
"35153";Lillemer;Tassements différentiels
"35153";Lillemer;Séisme
"35153";Lillemer;Phénomène lié à l'atmosphère
"35153";Lillemer;Tempête et grains (vent)
"35154";Livré-sur-Changeon;Mouvement de terrain
"35154";Livré-sur-Changeon;Tassements différentiels
"35154";Livré-sur-Changeon;Séisme
"35154";Livré-sur-Changeon;Phénomène lié à l'atmosphère
"35154";Livré-sur-Changeon;Tempête et grains (vent)
"35154";Livré-sur-Changeon;Transport de marchandises dangereuses
"35155";Lohéac;Séisme
"35155";Lohéac;Phénomène lié à l'atmosphère
"35155";Lohéac;Tempête et grains (vent)
"35155";Lohéac;Transport de marchandises dangereuses
"35156";Longaulnay;Séisme
"35156";Longaulnay;Phénomène lié à l'atmosphère
"35156";Longaulnay;Tempête et grains (vent)
"35156";Longaulnay;Transport de marchandises dangereuses
"35157";Le Loroux;Séisme
"35157";Le Loroux;Phénomène lié à l'atmosphère
"35157";Le Loroux;Tempête et grains (vent)
"35159";Lourmais;Séisme
"35159";Lourmais;Phénomène lié à l'atmosphère
"35159";Lourmais;Tempête et grains (vent)
"35159";Lourmais;Transport de marchandises dangereuses
"35160";Loutehel;Séisme
"35160";Loutehel;Phénomène lié à l'atmosphère
"35160";Loutehel;Tempête et grains (vent)
"35160";Loutehel;Transport de marchandises dangereuses
"35161";Louvigné-de-Bais;Séisme
"35161";Louvigné-de-Bais;Phénomène lié à l'atmosphère
"35161";Louvigné-de-Bais;Tempête et grains (vent)
"35161";Louvigné-de-Bais;Transport de marchandises dangereuses
"35162";Louvigné-du-Désert;Séisme
"35162";Louvigné-du-Désert;Phénomène lié à l'atmosphère
"35162";Louvigné-du-Désert;Tempête et grains (vent)
"35162";Louvigné-du-Désert;Transport de marchandises dangereuses
"35163";Luitré-Dompierre;Mouvement de terrain
"35163";Luitré-Dompierre;Tassements différentiels
"35163";Luitré-Dompierre;Séisme
"35163";Luitré-Dompierre;Phénomène lié à l'atmosphère
"35163";Luitré-Dompierre;Tempête et grains (vent)
"35163";Luitré-Dompierre;Transport de marchandises dangereuses
"35164";Marcillé-Raoul;Séisme
"35164";Marcillé-Raoul;Feu de forêt
"35164";Marcillé-Raoul;Phénomène lié à l'atmosphère
"35164";Marcillé-Raoul;Tempête et grains (vent)
"35164";Marcillé-Raoul;Transport de marchandises dangereuses
"35165";Marcillé-Robert;Inondation
"35165";Marcillé-Robert;Par une crue à débordement lent de cours d'eau
"35165";Marcillé-Robert;Séisme
"35165";Marcillé-Robert;Phénomène lié à l'atmosphère
"35165";Marcillé-Robert;Tempête et grains (vent)
"35166";Marpiré;Séisme
"35166";Marpiré;Phénomène lié à l'atmosphère
"35166";Marpiré;Tempête et grains (vent)
"35166";Marpiré;Transport de marchandises dangereuses
"35167";Martigné-Ferchaud;Mouvement de terrain
"35167";Martigné-Ferchaud;Tassements différentiels
"35167";Martigné-Ferchaud;Séisme
"35167";Martigné-Ferchaud;Feu de forêt
"35167";Martigné-Ferchaud;Phénomène lié à l'atmosphère
"35167";Martigné-Ferchaud;Tempête et grains (vent)
"35167";Martigné-Ferchaud;Transport de marchandises dangereuses
"35168";Val d'Anast;Séisme
"35168";Val d'Anast;Feu de forêt
"35168";Val d'Anast;Phénomène lié à l'atmosphère
"35168";Val d'Anast;Tempête et grains (vent)
"35168";Val d'Anast;Transport de marchandises dangereuses
"35169";Maxent;Séisme
"35169";Maxent;Feu de forêt
"35169";Maxent;Phénomène lié à l'atmosphère
"35169";Maxent;Tempête et grains (vent)
"35169";Maxent;Transport de marchandises dangereuses
"35170";Mecé;Séisme
"35170";Mecé;Phénomène lié à l'atmosphère
"35170";Mecé;Tempête et grains (vent)
"35171";Médréac;Mouvement de terrain
"35171";Médréac;Tassements différentiels
"35171";Médréac;Séisme
"35171";Médréac;Phénomène lié à l'atmosphère
"35171";Médréac;Tempête et grains (vent)
"35171";Médréac;Transport de marchandises dangereuses
"35172";Meillac;Séisme
"35172";Meillac;Phénomène lié à l'atmosphère
"35172";Meillac;Tempête et grains (vent)
"35172";Meillac;Transport de marchandises dangereuses
"35173";Melesse;Inondation
"35173";Melesse;Par une crue à débordement lent de cours d'eau
"35173";Melesse;Mouvement de terrain
"35173";Melesse;Tassements différentiels
"35173";Melesse;Séisme
"35173";Melesse;Phénomène lié à l'atmosphère
"35173";Melesse;Tempête et grains (vent)
"35173";Melesse;Transport de marchandises dangereuses
"35174";Mellé;Séisme
"35174";Mellé;Phénomène lié à l'atmosphère
"35174";Mellé;Tempête et grains (vent)
"35175";Mernel;Séisme
"35175";Mernel;Feu de forêt
"35175";Mernel;Phénomène lié à l'atmosphère
"35175";Mernel;Tempête et grains (vent)
"35176";Guipry-Messac;Inondation
"35176";Guipry-Messac;Par une crue à débordement lent de cours d'eau
"35176";Guipry-Messac;Séisme
"35176";Guipry-Messac;Feu de forêt
"35176";Guipry-Messac;Phénomène lié à l'atmosphère
"35176";Guipry-Messac;Tempête et grains (vent)
"35176";Guipry-Messac;Transport de marchandises dangereuses
"35177";La Mézière;Inondation
"35177";La Mézière;Par une crue à débordement lent de cours d'eau
"35177";La Mézière;Séisme
"35177";La Mézière;Phénomène lié à l'atmosphère
"35177";La Mézière;Tempête et grains (vent)
"35177";La Mézière;Transport de marchandises dangereuses
"35178";Mézières-sur-Couesnon;Séisme
"35178";Mézières-sur-Couesnon;Phénomène lié à l'atmosphère
"35178";Mézières-sur-Couesnon;Tempête et grains (vent)
"35178";Mézières-sur-Couesnon;Transport de marchandises dangereuses
"35179";Miniac-Morvan;Inondation
"35179";Miniac-Morvan;Par submersion marine
"35179";Miniac-Morvan;Mouvement de terrain
"35179";Miniac-Morvan;Tassements différentiels
"35179";Miniac-Morvan;Séisme
"35179";Miniac-Morvan;Phénomène lié à l'atmosphère
"35179";Miniac-Morvan;Tempête et grains (vent)
"35179";Miniac-Morvan;Rupture de barrage
"35179";Miniac-Morvan;Transport de marchandises dangereuses
"35180";Miniac-sous-Bécherel;Séisme
"35180";Miniac-sous-Bécherel;Phénomène lié à l'atmosphère
"35180";Miniac-sous-Bécherel;Tempête et grains (vent)
"35181";Le Minihic-sur-Rance;Séisme
"35181";Le Minihic-sur-Rance;Phénomène lié à l'atmosphère
"35181";Le Minihic-sur-Rance;Tempête et grains (vent)
"35183";Mondevert;Séisme
"35183";Mondevert;Phénomène lié à l'atmosphère
"35183";Mondevert;Tempête et grains (vent)
"35183";Mondevert;Transport de marchandises dangereuses
"35184";Montauban-de-Bretagne;Inondation
"35184";Montauban-de-Bretagne;Par une crue à débordement lent de cours d'eau
"35184";Montauban-de-Bretagne;Séisme
"35184";Montauban-de-Bretagne;Phénomène lié à l'atmosphère
"35184";Montauban-de-Bretagne;Tempête et grains (vent)
"35184";Montauban-de-Bretagne;Transport de marchandises dangereuses
"35185";Montautour;Séisme
"35185";Montautour;Phénomène lié à l'atmosphère
"35185";Montautour;Tempête et grains (vent)
"35186";Mont-Dol;Inondation
"35186";Mont-Dol;Par submersion marine
"35186";Mont-Dol;Mouvement de terrain
"35186";Mont-Dol;Tassements différentiels
"35186";Mont-Dol;Séisme
"35186";Mont-Dol;Phénomène lié à l'atmosphère
"35186";Mont-Dol;Tempête et grains (vent)
"35186";Mont-Dol;Transport de marchandises dangereuses
"35187";Monterfil;Séisme
"35187";Monterfil;Feu de forêt
"35187";Monterfil;Phénomène lié à l'atmosphère
"35187";Monterfil;Tempête et grains (vent)
"35188";Montfort-sur-Meu;Inondation
"35188";Montfort-sur-Meu;Par une crue à débordement lent de cours d'eau
"35188";Montfort-sur-Meu;Mouvement de terrain
"35188";Montfort-sur-Meu;Tassements différentiels
"35188";Montfort-sur-Meu;Séisme
"35188";Montfort-sur-Meu;Feu de forêt
"35188";Montfort-sur-Meu;Phénomène lié à l'atmosphère
"35188";Montfort-sur-Meu;Tempête et grains (vent)
"35188";Montfort-sur-Meu;Transport de marchandises dangereuses
"35189";Montgermont;Inondation
"35189";Montgermont;Par une crue à débordement lent de cours d'eau
"35189";Montgermont;Séisme
"35189";Montgermont;Phénomène lié à l'atmosphère
"35189";Montgermont;Tempête et grains (vent)
"35189";Montgermont;Transport de marchandises dangereuses
"35190";Monthault;Séisme
"35190";Monthault;Phénomène lié à l'atmosphère
"35190";Monthault;Tempête et grains (vent)
"35191";Les Portes du Coglais;Séisme
"35191";Les Portes du Coglais;Phénomène lié à l'atmosphère
"35191";Les Portes du Coglais;Tempête et grains (vent)
"35191";Les Portes du Coglais;Transport de marchandises dangereuses
"35192";Montreuil-des-Landes;Séisme
"35192";Montreuil-des-Landes;Phénomène lié à l'atmosphère
"35192";Montreuil-des-Landes;Tempête et grains (vent)
"35192";Montreuil-des-Landes;Transport de marchandises dangereuses
"35193";Montreuil-le-Gast;Inondation
"35193";Montreuil-le-Gast;Par une crue à débordement lent de cours d'eau
"35193";Montreuil-le-Gast;Mouvement de terrain
"35193";Montreuil-le-Gast;Tassements différentiels
"35193";Montreuil-le-Gast;Séisme
"35193";Montreuil-le-Gast;Phénomène lié à l'atmosphère
"35193";Montreuil-le-Gast;Tempête et grains (vent)
"35194";Montreuil-sous-Pérouse;Séisme
"35194";Montreuil-sous-Pérouse;Phénomène lié à l'atmosphère
"35194";Montreuil-sous-Pérouse;Tempête et grains (vent)
"35194";Montreuil-sous-Pérouse;Rupture de barrage
"35194";Montreuil-sous-Pérouse;Transport de marchandises dangereuses
"35195";Montreuil-sur-Ille;Inondation
"35195";Montreuil-sur-Ille;Par une crue à débordement lent de cours d'eau
"35195";Montreuil-sur-Ille;Séisme
"35195";Montreuil-sur-Ille;Phénomène lié à l'atmosphère
"35195";Montreuil-sur-Ille;Tempête et grains (vent)
"35195";Montreuil-sur-Ille;Transport de marchandises dangereuses
"35196";Mordelles;Inondation
"35196";Mordelles;Par une crue à débordement lent de cours d'eau
"35196";Mordelles;Séisme
"35196";Mordelles;Phénomène lié à l'atmosphère
"35196";Mordelles;Tempête et grains (vent)
"35196";Mordelles;Risque industriel
"35196";Mordelles;Effet thermique
"35196";Mordelles;Effet toxique
"35196";Mordelles;Rupture de barrage
"35196";Mordelles;Transport de marchandises dangereuses
"35197";Mouazé;Inondation
"35197";Mouazé;Par une crue à débordement lent de cours d'eau
"35197";Mouazé;Séisme
"35197";Mouazé;Phénomène lié à l'atmosphère
"35197";Mouazé;Tempête et grains (vent)
"35197";Mouazé;Transport de marchandises dangereuses
"35198";Moulins;Séisme
"35198";Moulins;Phénomène lié à l'atmosphère
"35198";Moulins;Tempête et grains (vent)
"35199";Moussé;Séisme
"35199";Moussé;Phénomène lié à l'atmosphère
"35199";Moussé;Tempête et grains (vent)
"35200";Moutiers;Inondation
"35200";Moutiers;Par une crue à débordement lent de cours d'eau
"35200";Moutiers;Séisme
"35200";Moutiers;Phénomène lié à l'atmosphère
"35200";Moutiers;Tempête et grains (vent)
"35200";Moutiers;Transport de marchandises dangereuses
"35201";Muel;Inondation
"35201";Muel;Par une crue à débordement lent de cours d'eau
"35201";Muel;Séisme
"35201";Muel;Feu de forêt
"35201";Muel;Phénomène lié à l'atmosphère
"35201";Muel;Tempête et grains (vent)
"35202";La Noë-Blanche;Séisme
"35202";La Noë-Blanche;Phénomène lié à l'atmosphère
"35202";La Noë-Blanche;Tempête et grains (vent)
"35202";La Noë-Blanche;Transport de marchandises dangereuses
"35203";La Nouaye;Inondation
"35203";La Nouaye;Par une crue à débordement lent de cours d'eau
"35203";La Nouaye;Séisme
"35203";La Nouaye;Phénomène lié à l'atmosphère
"35203";La Nouaye;Tempête et grains (vent)
"35204";Nouvoitou;Inondation
"35204";Nouvoitou;Par une crue à débordement lent de cours d'eau
"35204";Nouvoitou;Séisme
"35204";Nouvoitou;Phénomène lié à l'atmosphère
"35204";Nouvoitou;Tempête et grains (vent)
"35204";Nouvoitou;Transport de marchandises dangereuses
"35205";Noyal-sous-Bazouges;Séisme
"35205";Noyal-sous-Bazouges;Phénomène lié à l'atmosphère
"35205";Noyal-sous-Bazouges;Tempête et grains (vent)
"35206";Noyal-Châtillon-sur-Seiche;Inondation
"35206";Noyal-Châtillon-sur-Seiche;Par une crue à débordement lent de cours d'eau
"35206";Noyal-Châtillon-sur-Seiche;Mouvement de terrain
"35206";Noyal-Châtillon-sur-Seiche;Tassements différentiels
"35206";Noyal-Châtillon-sur-Seiche;Séisme
"35206";Noyal-Châtillon-sur-Seiche;Phénomène lié à l'atmosphère
"35206";Noyal-Châtillon-sur-Seiche;Tempête et grains (vent)
"35206";Noyal-Châtillon-sur-Seiche;Transport de marchandises dangereuses
"35207";Noyal-sur-Vilaine;Séisme
"35207";Noyal-sur-Vilaine;Phénomène lié à l'atmosphère
"35207";Noyal-sur-Vilaine;Tempête et grains (vent)
"35207";Noyal-sur-Vilaine;Transport de marchandises dangereuses
"35208";Orgères;Inondation
"35208";Orgères;Par une crue à débordement lent de cours d'eau
"35208";Orgères;Séisme
"35208";Orgères;Phénomène lié à l'atmosphère
"35208";Orgères;Tempête et grains (vent)
"35208";Orgères;Transport de marchandises dangereuses
"35210";Pacé;Inondation
"35210";Pacé;Par une crue à débordement lent de cours d'eau
"35210";Pacé;Séisme
"35210";Pacé;Phénomène lié à l'atmosphère
"35210";Pacé;Tempête et grains (vent)
"35210";Pacé;Transport de marchandises dangereuses
"35211";Paimpont;Séisme
"35211";Paimpont;Feu de forêt
"35211";Paimpont;Phénomène lié à l'atmosphère
"35211";Paimpont;Tempête et grains (vent)
"35212";Pancé;Séisme
"35212";Pancé;Phénomène lié à l'atmosphère
"35212";Pancé;Tempête et grains (vent)
"35212";Pancé;Transport de marchandises dangereuses
"35214";Parcé;Séisme
"35214";Parcé;Phénomène lié à l'atmosphère
"35214";Parcé;Tempête et grains (vent)
"35215";Parigné;Séisme
"35215";Parigné;Phénomène lié à l'atmosphère
"35215";Parigné;Tempête et grains (vent)
"35216";Parthenay-de-Bretagne;Inondation
"35216";Parthenay-de-Bretagne;Par une crue à débordement lent de cours d'eau
"35216";Parthenay-de-Bretagne;Séisme
"35216";Parthenay-de-Bretagne;Phénomène lié à l'atmosphère
"35216";Parthenay-de-Bretagne;Tempête et grains (vent)
"35217";Le Pertre;Séisme
"35217";Le Pertre;Feu de forêt
"35217";Le Pertre;Phénomène lié à l'atmosphère
"35217";Le Pertre;Tempête et grains (vent)
"35218";Le Petit-Fougeray;Séisme
"35218";Le Petit-Fougeray;Phénomène lié à l'atmosphère
"35218";Le Petit-Fougeray;Tempête et grains (vent)
"35219";Pipriac;Mouvement de terrain
"35219";Pipriac;Tassements différentiels
"35219";Pipriac;Séisme
"35219";Pipriac;Phénomène lié à l'atmosphère
"35219";Pipriac;Tempête et grains (vent)
"35219";Pipriac;Transport de marchandises dangereuses
"35220";Piré-Chancé;Inondation
"35220";Piré-Chancé;Par une crue à débordement lent de cours d'eau
"35220";Piré-Chancé;Séisme
"35220";Piré-Chancé;Phénomène lié à l'atmosphère
"35220";Piré-Chancé;Tempête et grains (vent)
"35220";Piré-Chancé;Transport de marchandises dangereuses
"35221";Pléchâtel;Inondation
"35221";Pléchâtel;Par une crue à débordement lent de cours d'eau
"35221";Pléchâtel;Mouvement de terrain
"35221";Pléchâtel;Séisme
"35221";Pléchâtel;Phénomène lié à l'atmosphère
"35221";Pléchâtel;Tempête et grains (vent)
"35221";Pléchâtel;Transport de marchandises dangereuses
"35222";Pleine-Fougères;Inondation
"35222";Pleine-Fougères;Par submersion marine
"35222";Pleine-Fougères;Mouvement de terrain
"35222";Pleine-Fougères;Tassements différentiels
"35222";Pleine-Fougères;Séisme
"35222";Pleine-Fougères;Phénomène lié à l'atmosphère
"35222";Pleine-Fougères;Tempête et grains (vent)
"35222";Pleine-Fougères;Transport de marchandises dangereuses
"35223";Plélan-le-Grand;Séisme
"35223";Plélan-le-Grand;Feu de forêt
"35223";Plélan-le-Grand;Phénomène lié à l'atmosphère
"35223";Plélan-le-Grand;Tempête et grains (vent)
"35223";Plélan-le-Grand;Transport de marchandises dangereuses
"35224";Plerguer;Inondation
"35224";Plerguer;Par submersion marine
"35224";Plerguer;Mouvement de terrain
"35224";Plerguer;Tassements différentiels
"35224";Plerguer;Séisme
"35224";Plerguer;Phénomène lié à l'atmosphère
"35224";Plerguer;Tempête et grains (vent)
"35224";Plerguer;Rupture de barrage
"35224";Plerguer;Transport de marchandises dangereuses
"35225";Plesder;Séisme
"35225";Plesder;Phénomène lié à l'atmosphère
"35225";Plesder;Tempête et grains (vent)
"35225";Plesder;Transport de marchandises dangereuses
"35226";Pleugueneuc;Séisme
"35226";Pleugueneuc;Phénomène lié à l'atmosphère
"35226";Pleugueneuc;Tempête et grains (vent)
"35226";Pleugueneuc;Transport de marchandises dangereuses
"35227";Pleumeleuc;Inondation
"35227";Pleumeleuc;Par une crue à débordement lent de cours d'eau
"35227";Pleumeleuc;Séisme
"35227";Pleumeleuc;Phénomène lié à l'atmosphère
"35227";Pleumeleuc;Tempête et grains (vent)
"35227";Pleumeleuc;Transport de marchandises dangereuses
"35228";Pleurtuit;Séisme
"35228";Pleurtuit;Phénomène lié à l'atmosphère
"35228";Pleurtuit;Tempête et grains (vent)
"35228";Pleurtuit;Rupture de barrage
"35228";Pleurtuit;Transport de marchandises dangereuses
"35229";Pocé-les-Bois;Inondation
"35229";Pocé-les-Bois;Par une crue à débordement lent de cours d'eau
"35229";Pocé-les-Bois;Séisme
"35229";Pocé-les-Bois;Phénomène lié à l'atmosphère
"35229";Pocé-les-Bois;Tempête et grains (vent)
"35229";Pocé-les-Bois;Rupture de barrage
"35229";Pocé-les-Bois;Transport de marchandises dangereuses
"35230";Poilley;Séisme
"35230";Poilley;Phénomène lié à l'atmosphère
"35230";Poilley;Tempête et grains (vent)
"35231";Poligné;Inondation
"35231";Poligné;Par une crue à débordement lent de cours d'eau
"35231";Poligné;Séisme
"35231";Poligné;Phénomène lié à l'atmosphère
"35231";Poligné;Tempête et grains (vent)
"35231";Poligné;Transport de marchandises dangereuses
"35232";Princé;Séisme
"35232";Princé;Phénomène lié à l'atmosphère
"35232";Princé;Tempête et grains (vent)
"35233";Québriac;Séisme
"35233";Québriac;Phénomène lié à l'atmosphère
"35233";Québriac;Tempête et grains (vent)
"35233";Québriac;Transport de marchandises dangereuses
"35234";Quédillac;Séisme
"35234";Quédillac;Phénomène lié à l'atmosphère
"35234";Quédillac;Tempête et grains (vent)
"35234";Quédillac;Transport de marchandises dangereuses
"35235";Rannée;Mouvement de terrain
"35235";Rannée;Tassements différentiels
"35235";Rannée;Séisme
"35235";Rannée;Phénomène lié à l'atmosphère
"35235";Rannée;Tempête et grains (vent)
"35235";Rannée;Transport de marchandises dangereuses
"35236";Redon;Inondation
"35236";Redon;Par une crue à débordement lent de cours d'eau
"35236";Redon;Mouvement de terrain
"35236";Redon;Tassements différentiels
"35236";Redon;Séisme
"35236";Redon;Phénomène lié à l'atmosphère
"35236";Redon;Tempête et grains (vent)
"35236";Redon;Risque industriel
"35236";Redon;Effet thermique
"35236";Redon;Effet de surpression
"35236";Redon;Transport de marchandises dangereuses
"35237";Renac;Inondation
"35237";Renac;Par une crue à débordement lent de cours d'eau
"35237";Renac;Mouvement de terrain
"35237";Renac;Tassements différentiels
"35237";Renac;Séisme
"35237";Renac;Feu de forêt
"35237";Renac;Phénomène lié à l'atmosphère
"35237";Renac;Tempête et grains (vent)
"35237";Renac;Transport de marchandises dangereuses
"35238";Rennes;Inondation
"35238";Rennes;Par une crue à débordement lent de cours d'eau
"35238";Rennes;Séisme
"35238";Rennes;Phénomène lié à l'atmosphère
"35238";Rennes;Tempête et grains (vent)
"35238";Rennes;Transport de marchandises dangereuses
"35239";Retiers;Inondation
"35239";Retiers;Par une crue à débordement lent de cours d'eau
"35239";Retiers;Séisme
"35239";Retiers;Phénomène lié à l'atmosphère
"35239";Retiers;Tempête et grains (vent)
"35239";Retiers;Transport de marchandises dangereuses
"35240";Le Rheu;Inondation
"35240";Le Rheu;Par une crue à débordement lent de cours d'eau
"35240";Le Rheu;Mouvement de terrain
"35240";Le Rheu;Tassements différentiels
"35240";Le Rheu;Séisme
"35240";Le Rheu;Phénomène lié à l'atmosphère
"35240";Le Rheu;Tempête et grains (vent)
"35240";Le Rheu;Transport de marchandises dangereuses
"35241";La Richardais;Séisme
"35241";La Richardais;Phénomène lié à l'atmosphère
"35241";La Richardais;Tempête et grains (vent)
"35241";La Richardais;Transport de marchandises dangereuses
"35242";Rimou;Séisme
"35242";Rimou;Phénomène lié à l'atmosphère
"35242";Rimou;Tempête et grains (vent)
"35243";Romagné;Séisme
"35243";Romagné;Phénomène lié à l'atmosphère
"35243";Romagné;Tempête et grains (vent)
"35243";Romagné;Transport de marchandises dangereuses
"35244";Romazy;Mouvement de terrain
"35244";Romazy;Tassements différentiels
"35244";Romazy;Séisme
"35244";Romazy;Phénomène lié à l'atmosphère
"35244";Romazy;Tempête et grains (vent)
"35244";Romazy;Transport de marchandises dangereuses
"35245";Romillé;Séisme
"35245";Romillé;Phénomène lié à l'atmosphère
"35245";Romillé;Tempête et grains (vent)
"35246";Roz-Landrieux;Inondation
"35246";Roz-Landrieux;Par submersion marine
"35246";Roz-Landrieux;Mouvement de terrain
"35246";Roz-Landrieux;Tassements différentiels
"35246";Roz-Landrieux;Séisme
"35246";Roz-Landrieux;Phénomène lié à l'atmosphère
"35246";Roz-Landrieux;Tempête et grains (vent)
"35246";Roz-Landrieux;Rupture de barrage
"35246";Roz-Landrieux;Transport de marchandises dangereuses
"35247";Roz-sur-Couesnon;Inondation
"35247";Roz-sur-Couesnon;Par submersion marine
"35247";Roz-sur-Couesnon;Mouvement de terrain
"35247";Roz-sur-Couesnon;Tassements différentiels
"35247";Roz-sur-Couesnon;Séisme
"35247";Roz-sur-Couesnon;Phénomène lié à l'atmosphère
"35247";Roz-sur-Couesnon;Tempête et grains (vent)
"35247";Roz-sur-Couesnon;Transport de marchandises dangereuses
"35248";Sains;Séisme
"35248";Sains;Phénomène lié à l'atmosphère
"35248";Sains;Tempête et grains (vent)
"35248";Sains;Transport de marchandises dangereuses
"35249";Sainte-Anne-sur-Vilaine;Inondation
"35249";Sainte-Anne-sur-Vilaine;Par une crue à débordement lent de cours d'eau
"35249";Sainte-Anne-sur-Vilaine;Séisme
"35249";Sainte-Anne-sur-Vilaine;Phénomène lié à l'atmosphère
"35249";Sainte-Anne-sur-Vilaine;Tempête et grains (vent)
"35249";Sainte-Anne-sur-Vilaine;Transport de marchandises dangereuses
"35250";Saint-Armel;Inondation
"35250";Saint-Armel;Par une crue à débordement lent de cours d'eau
"35250";Saint-Armel;Séisme
"35250";Saint-Armel;Phénomène lié à l'atmosphère
"35250";Saint-Armel;Tempête et grains (vent)
"35250";Saint-Armel;Transport de marchandises dangereuses
"35251";Saint-Aubin-d'Aubigné;Mouvement de terrain
"35251";Saint-Aubin-d'Aubigné;Tassements différentiels
"35251";Saint-Aubin-d'Aubigné;Séisme
"35251";Saint-Aubin-d'Aubigné;Feu de forêt
"35251";Saint-Aubin-d'Aubigné;Phénomène lié à l'atmosphère
"35251";Saint-Aubin-d'Aubigné;Tempête et grains (vent)
"35251";Saint-Aubin-d'Aubigné;Transport de marchandises dangereuses
"35252";Saint-Aubin-des-Landes;Inondation
"35252";Saint-Aubin-des-Landes;Par une crue à débordement lent de cours d'eau
"35252";Saint-Aubin-des-Landes;Séisme
"35252";Saint-Aubin-des-Landes;Phénomène lié à l'atmosphère
"35252";Saint-Aubin-des-Landes;Tempête et grains (vent)
"35252";Saint-Aubin-des-Landes;Rupture de barrage
"35252";Saint-Aubin-des-Landes;Transport de marchandises dangereuses
"35253";Saint-Aubin-du-Cormier;Mouvement de terrain
"35253";Saint-Aubin-du-Cormier;Tassements différentiels
"35253";Saint-Aubin-du-Cormier;Séisme
"35253";Saint-Aubin-du-Cormier;Feu de forêt
"35253";Saint-Aubin-du-Cormier;Phénomène lié à l'atmosphère
"35253";Saint-Aubin-du-Cormier;Tempête et grains (vent)
"35253";Saint-Aubin-du-Cormier;Transport de marchandises dangereuses
"35255";Saint-Benoît-des-Ondes;Inondation
"35255";Saint-Benoît-des-Ondes;Par submersion marine
"35255";Saint-Benoît-des-Ondes;Mouvement de terrain
"35255";Saint-Benoît-des-Ondes;Tassements différentiels
"35255";Saint-Benoît-des-Ondes;Séisme
"35255";Saint-Benoît-des-Ondes;Phénomène lié à l'atmosphère
"35255";Saint-Benoît-des-Ondes;Tempête et grains (vent)
"35255";Saint-Benoît-des-Ondes;Transport de marchandises dangereuses
"35256";Saint-Briac-sur-Mer;Mouvement de terrain
"35256";Saint-Briac-sur-Mer;Eboulement ou chutes de pierres et de blocs
"35256";Saint-Briac-sur-Mer;Séisme
"35256";Saint-Briac-sur-Mer;Phénomène lié à l'atmosphère
"35256";Saint-Briac-sur-Mer;Tempête et grains (vent)
"35256";Saint-Briac-sur-Mer;Rupture de barrage
"35256";Saint-Briac-sur-Mer;Transport de marchandises dangereuses
"35257";Maen Roch;Séisme
"35257";Maen Roch;Phénomène lié à l'atmosphère
"35257";Maen Roch;Tempête et grains (vent)
"35257";Maen Roch;Transport de marchandises dangereuses
"35258";Saint-Brieuc-des-Iffs;Séisme
