#-----------------------------------------------------------------------------
# Date d'extraction : 24/04/2025 - 12h17 loc.
#-----------------------------------------------------------------------------
# Producteur : MF-DCSC
# Experience : EUROCORDEX2020
# Modele     : ALADIN63_CNRM-CM5
# Scenario :
#     RCP2.6 : Emissions maîtrisées
#-----------------------------------------------------------------------------
# Période extraite : de 2006 à 2020
#-----------------------------------------------------------------------------
# Type d'indice : annuel
#-----------------------------------------------------------------------------
# Indices : 
#     TAV : Température moyenne journalière (°C)
#     PN20MM : Nombre de jours de fortes précipitations (jour(s))
#     PQ90 : précipitations intenses (Q90) (mm)
#     PQ99 : précipitations extrêmes (Q99) (mm)
#     RR99 : nombre de jours de précipitations intenses (nombre de jours où on dépasse le Q99) (jour(s))
#-----------------------------------------------------------------------------
# Format des enregistrements 
# Point;Latitude;Longitude;Contexte;Annee;TAV;PN20MM;PQ90;PQ99;RR99;
#-----------------------------------------------------------------------------
Point;Latitude;Longitude;Contexte;Annee;TAV;PN20MM;PQ90;PQ99;RR99;
12878;47.8587;-4.0313;RCP2.6;2006;11.84;8;6.66;22.76;3;
12878;47.8587;-4.0313;RCP2.6;2007;12.44;11;7.89;26.98;9;
12878;47.8587;-4.0313;RCP2.6;2008;12.04;9;10.24;23.33;4;
12878;47.8587;-4.0313;RCP2.6;2009;12.75;5;9.17;20.11;1;
12878;47.8587;-4.0313;RCP2.6;2010;12.45;11;9.41;25.97;7;
12878;47.8587;-4.0313;RCP2.6;2011;12.5;7;8.18;24.26;5;
12878;47.8587;-4.0313;RCP2.6;2012;12.8;8;9.18;26.1;5;
12878;47.8587;-4.0313;RCP2.6;2013;12.85;6;7.77;22.3;4;
12878;47.8587;-4.0313;RCP2.6;2014;12.71;9;8.98;24.58;6;
12878;47.8587;-4.0313;RCP2.6;2015;12.79;8;7.3;30.54;7;
12878;47.8587;-4.0313;RCP2.6;2016;13.04;8;8.62;25.5;5;
12878;47.8587;-4.0313;RCP2.6;2017;13.31;7;7.27;23.2;4;
12878;47.8587;-4.0313;RCP2.6;2018;12.13;11;9.87;28.07;7;
12878;47.8587;-4.0313;RCP2.6;2019;11.92;10;9.95;27.67;6;
12878;47.8587;-4.0313;RCP2.6;2020;12.05;10;8.46;36.24;8;
12880;47.8702;-3.8181;RCP2.6;2006;11.46;8;6.81;23.27;3;
12880;47.8702;-3.8181;RCP2.6;2007;12.07;12;8.08;27.6;10;
12880;47.8702;-3.8181;RCP2.6;2008;11.65;9;10.48;23.78;4;
12880;47.8702;-3.8181;RCP2.6;2009;12.36;6;9.42;20.59;1;
12880;47.8702;-3.8181;RCP2.6;2010;12.07;12;9.63;26.52;7;
12880;47.8702;-3.8181;RCP2.6;2011;12.11;7;8.37;24.74;4;
12880;47.8702;-3.8181;RCP2.6;2012;12.41;9;9.41;26.75;5;
12880;47.8702;-3.8181;RCP2.6;2013;12.46;6;8.06;22.68;4;
12880;47.8702;-3.8181;RCP2.6;2014;12.31;9;9.17;25.14;6;
12880;47.8702;-3.8181;RCP2.6;2015;12.4;8;7.47;31.3;7;
12880;47.8702;-3.8181;RCP2.6;2016;12.65;9;8.88;26.03;5;
12880;47.8702;-3.8181;RCP2.6;2017;12.91;8;7.43;23.55;4;
12880;47.8702;-3.8181;RCP2.6;2018;11.75;11;10.09;28.73;7;
12880;47.8702;-3.8181;RCP2.6;2019;11.54;10;10.19;28.33;7;
12880;47.8702;-3.8181;RCP2.6;2020;11.66;10;8.66;36.85;8;
12881;47.8757;-3.7115;RCP2.6;2006;11.41;6;6.85;23.54;3;
12881;47.8757;-3.7115;RCP2.6;2007;12.01;11;8.27;26.9;7;
12881;47.8757;-3.7115;RCP2.6;2008;11.56;10;10.82;24.69;5;
12881;47.8757;-3.7115;RCP2.6;2009;12.32;6;9.36;23.25;4;
12881;47.8757;-3.7115;RCP2.6;2010;12.02;13;10.44;28.06;9;
12881;47.8757;-3.7115;RCP2.6;2011;12.08;8;8.2;23.74;3;
12881;47.8757;-3.7115;RCP2.6;2012;12.35;9;9.21;28.55;5;
12881;47.8757;-3.7115;RCP2.6;2013;12.35;7;8.33;23.17;3;
12881;47.8757;-3.7115;RCP2.6;2014;12.23;10;8.66;24.86;5;
12881;47.8757;-3.7115;RCP2.6;2015;12.35;9;7.07;31.41;7;
12881;47.8757;-3.7115;RCP2.6;2016;12.56;7;8.07;26;5;
12881;47.8757;-3.7115;RCP2.6;2017;12.82;8;7.56;25.22;4;
12881;47.8757;-3.7115;RCP2.6;2018;11.66;11;9.48;28.31;7;
12881;47.8757;-3.7115;RCP2.6;2019;11.48;11;9.64;28.25;6;
12881;47.8757;-3.7115;RCP2.6;2020;11.62;12;8.36;32.21;9;
12882;47.8812;-3.6049;RCP2.6;2006;11.39;7;7;27.03;5;
12882;47.8812;-3.6049;RCP2.6;2007;11.98;12;7.84;29.52;6;
12882;47.8812;-3.6049;RCP2.6;2008;11.59;9;10.06;22.59;3;
12882;47.8812;-3.6049;RCP2.6;2009;12.27;7;8.07;21.14;3;
12882;47.8812;-3.6049;RCP2.6;2010;11.95;12;8.35;28.01;7;
12882;47.8812;-3.6049;RCP2.6;2011;12.03;7;8.49;22.37;3;
12882;47.8812;-3.6049;RCP2.6;2012;12.3;7;9.33;24.6;4;
12882;47.8812;-3.6049;RCP2.6;2013;12.36;6;8.37;23.18;4;
12882;47.8812;-3.6049;RCP2.6;2014;12.23;9;8.39;26.33;6;
12882;47.8812;-3.6049;RCP2.6;2015;12.33;11;7.22;29.22;7;
12882;47.8812;-3.6049;RCP2.6;2016;12.57;6;9.04;23.87;4;
12882;47.8812;-3.6049;RCP2.6;2017;12.83;8;7.88;21.91;3;
12882;47.8812;-3.6049;RCP2.6;2018;11.71;13;9.81;28.75;6;
12882;47.8812;-3.6049;RCP2.6;2019;11.48;10;9.69;28.31;6;
12882;47.8812;-3.6049;RCP2.6;2020;11.56;9;8.16;30.98;7;
12883;47.8866;-3.4982;RCP2.6;2006;11.34;11;7.31;30.18;5;
12883;47.8866;-3.4982;RCP2.6;2007;12.03;13;8.69;31.43;9;
12883;47.8866;-3.4982;RCP2.6;2008;11.54;11;11.86;26.19;4;
12883;47.8866;-3.4982;RCP2.6;2009;12.36;10;8.55;24.04;2;
12883;47.8866;-3.4982;RCP2.6;2010;11.96;13;10.11;34.14;9;
12883;47.8866;-3.4982;RCP2.6;2011;12.05;7;9.99;24.86;2;
12883;47.8866;-3.4982;RCP2.6;2012;12.36;9;10.32;26.98;5;
12883;47.8866;-3.4982;RCP2.6;2013;12.36;7;9.97;22.24;3;
12883;47.8866;-3.4982;RCP2.6;2014;12.25;8;8.66;29.27;6;
12883;47.8866;-3.4982;RCP2.6;2015;12.36;12;7.91;27.92;7;
12883;47.8866;-3.4982;RCP2.6;2016;12.57;9;10.21;26.25;4;
12883;47.8866;-3.4982;RCP2.6;2017;12.84;9;8.14;25.98;4;
12883;47.8866;-3.4982;RCP2.6;2018;11.68;16;10.31;29.66;10;
12883;47.8866;-3.4982;RCP2.6;2019;11.46;11;10.76;29.99;7;
12883;47.8866;-3.4982;RCP2.6;2020;11.59;12;8.96;29.24;5;
12884;47.8919;-3.3915;RCP2.6;2006;11.3;8;7.61;30.06;5;
12884;47.8919;-3.3915;RCP2.6;2007;12;12;8.76;31.79;7;
12884;47.8919;-3.3915;RCP2.6;2008;11.47;12;12.15;26.91;5;
12884;47.8919;-3.3915;RCP2.6;2009;12.35;9;8.82;26.2;5;
12884;47.8919;-3.3915;RCP2.6;2010;11.94;16;11.21;31.99;9;
12884;47.8919;-3.3915;RCP2.6;2011;12.04;8;9.48;24.59;3;
12884;47.8919;-3.3915;RCP2.6;2012;12.35;9;9.99;27.1;5;
12884;47.8919;-3.3915;RCP2.6;2013;12.31;7;10.25;21.4;1;
12884;47.8919;-3.3915;RCP2.6;2014;12.19;8;7.98;27.56;6;
12884;47.8919;-3.3915;RCP2.6;2015;12.34;11;7.78;26.66;5;
12884;47.8919;-3.3915;RCP2.6;2016;12.5;9;10.46;27.62;6;
12884;47.8919;-3.3915;RCP2.6;2017;12.76;10;8.78;27.15;5;
12884;47.8919;-3.3915;RCP2.6;2018;11.63;15;10.12;30.07;8;
12884;47.8919;-3.3915;RCP2.6;2019;11.39;9;10.44;29.95;8;
12884;47.8919;-3.3915;RCP2.6;2020;11.59;11;8.49;30.98;6;
12885;47.8971;-3.2848;RCP2.6;2006;10.93;6;7.15;28.67;5;
12885;47.8971;-3.2848;RCP2.6;2007;11.7;11;8.28;33.1;6;
12885;47.8971;-3.2848;RCP2.6;2008;11.13;14;11.79;27.68;5;
12885;47.8971;-3.2848;RCP2.6;2009;12.09;8;8.07;25.3;3;
12885;47.8971;-3.2848;RCP2.6;2010;11.56;14;10.46;32.29;9;
12885;47.8971;-3.2848;RCP2.6;2011;11.68;8;9.1;24.87;3;
12885;47.8971;-3.2848;RCP2.6;2012;12.01;7;9.82;28.18;5;
12885;47.8971;-3.2848;RCP2.6;2013;11.98;6;9.55;21.4;2;
12885;47.8971;-3.2848;RCP2.6;2014;11.86;8;7.64;28;6;
12885;47.8971;-3.2848;RCP2.6;2015;12.05;10;7.12;28.08;5;
12885;47.8971;-3.2848;RCP2.6;2016;12.2;9;9.97;30.19;7;
12885;47.8971;-3.2848;RCP2.6;2017;12.45;10;7.59;28.03;5;
12885;47.8971;-3.2848;RCP2.6;2018;11.26;13;9.46;30.81;6;
12885;47.8971;-3.2848;RCP2.6;2019;11.03;11;9.87;32.75;7;
12885;47.8971;-3.2848;RCP2.6;2020;11.23;11;8.28;27.81;6;
12886;47.9022;-3.1781;RCP2.6;2006;10.93;7;7.1;25.15;4;
12886;47.9022;-3.1781;RCP2.6;2007;11.71;9;8.08;33.49;8;
12886;47.9022;-3.1781;RCP2.6;2008;11.14;11;11.57;27.7;5;
12886;47.9022;-3.1781;RCP2.6;2009;12.11;7;8.06;26.63;4;
12886;47.9022;-3.1781;RCP2.6;2010;11.61;16;10.69;33.07;9;
12886;47.9022;-3.1781;RCP2.6;2011;11.67;7;8.38;23.7;3;
12886;47.9022;-3.1781;RCP2.6;2012;12.02;7;9.52;25.14;4;
12886;47.9022;-3.1781;RCP2.6;2013;11.99;6;9.5;23.32;2;
12886;47.9022;-3.1781;RCP2.6;2014;11.86;8;8.22;28.79;6;
12886;47.9022;-3.1781;RCP2.6;2015;12.07;9;6.99;28.59;5;
12886;47.9022;-3.1781;RCP2.6;2016;12.22;10;9.35;31.17;7;
12886;47.9022;-3.1781;RCP2.6;2017;12.45;11;7.75;28.6;8;
12886;47.9022;-3.1781;RCP2.6;2018;11.29;15;9.56;32.46;6;
12886;47.9022;-3.1781;RCP2.6;2019;11.02;8;9.94;34.13;7;
12886;47.9022;-3.1781;RCP2.6;2020;11.24;10;7.88;30.28;6;
12887;47.9072;-3.0714;RCP2.6;2006;11.09;6;6.48;23.93;4;
12887;47.9072;-3.0714;RCP2.6;2007;11.82;11;7.08;30.83;8;
12887;47.9072;-3.0714;RCP2.6;2008;11.27;11;10.12;28.38;6;
12887;47.9072;-3.0714;RCP2.6;2009;12.22;7;7.39;27.33;4;
12887;47.9072;-3.0714;RCP2.6;2010;11.76;15;9.45;31.69;9;
12887;47.9072;-3.0714;RCP2.6;2011;11.83;6;7.66;22.24;2;
12887;47.9072;-3.0714;RCP2.6;2012;12.2;5;8.55;23.9;3;
12887;47.9072;-3.0714;RCP2.6;2013;12.12;6;8.35;22.93;2;
12887;47.9072;-3.0714;RCP2.6;2014;11.99;7;7.23;29.45;6;
12887;47.9072;-3.0714;RCP2.6;2015;12.2;9;6.29;26.37;4;
12887;47.9072;-3.0714;RCP2.6;2016;12.38;10;8.84;32.78;8;
12887;47.9072;-3.0714;RCP2.6;2017;12.6;10;6.79;26.91;7;
12887;47.9072;-3.0714;RCP2.6;2018;11.44;14;8.8;32.4;6;
12887;47.9072;-3.0714;RCP2.6;2019;11.18;8;8.96;34.26;7;
12887;47.9072;-3.0714;RCP2.6;2020;11.39;9;7.83;33.25;6;
12888;47.9121;-2.9646;RCP2.6;2006;10.98;9;6.11;26.4;4;
12888;47.9121;-2.9646;RCP2.6;2007;11.72;8;7.57;29.43;5;
12888;47.9121;-2.9646;RCP2.6;2008;11.18;9;9.92;28.57;6;
12888;47.9121;-2.9646;RCP2.6;2009;12.19;8;7.1;26.95;4;
12888;47.9121;-2.9646;RCP2.6;2010;11.69;14;9.24;34.23;10;
12888;47.9121;-2.9646;RCP2.6;2011;11.76;6;7.58;22.2;2;
12888;47.9121;-2.9646;RCP2.6;2012;12.08;5;9.02;26.79;4;
12888;47.9121;-2.9646;RCP2.6;2013;12.04;6;8.96;22.79;2;
12888;47.9121;-2.9646;RCP2.6;2014;11.9;6;7.3;28.51;5;
12888;47.9121;-2.9646;RCP2.6;2015;12.11;9;6.25;24.95;1;
12888;47.9121;-2.9646;RCP2.6;2016;12.31;10;8.82;31.73;6;
12888;47.9121;-2.9646;RCP2.6;2017;12.55;9;7.67;26.23;3;
12888;47.9121;-2.9646;RCP2.6;2018;11.38;13;9.28;32.87;6;
12888;47.9121;-2.9646;RCP2.6;2019;11.08;8;9;33.11;8;
12888;47.9121;-2.9646;RCP2.6;2020;11.31;10;7.53;33.91;6;
12889;47.9169;-2.8578;RCP2.6;2006;10.9;8;5.56;24.88;3;
12889;47.9169;-2.8578;RCP2.6;2007;11.56;7;8.58;29.72;5;
12889;47.9169;-2.8578;RCP2.6;2008;11.12;10;10;29.18;5;
12889;47.9169;-2.8578;RCP2.6;2009;12.13;7;7.72;25.68;3;
12889;47.9169;-2.8578;RCP2.6;2010;11.62;13;9.96;32.32;7;
12889;47.9169;-2.8578;RCP2.6;2011;11.67;6;8.05;21.76;2;
12889;47.9169;-2.8578;RCP2.6;2012;11.99;6;8.47;25.01;2;
12889;47.9169;-2.8578;RCP2.6;2013;11.94;5;8.6;20.75;2;
12889;47.9169;-2.8578;RCP2.6;2014;11.77;7;7.31;26.96;4;
12889;47.9169;-2.8578;RCP2.6;2015;11.99;10;6.14;23.34;2;
12889;47.9169;-2.8578;RCP2.6;2016;12.23;12;9.3;31.58;7;
12889;47.9169;-2.8578;RCP2.6;2017;12.43;8;7.49;23.17;2;
12889;47.9169;-2.8578;RCP2.6;2018;11.26;12;9.64;29.93;7;
12889;47.9169;-2.8578;RCP2.6;2019;10.99;8;9.31;33.27;7;
12889;47.9169;-2.8578;RCP2.6;2020;11.18;11;8.54;31.56;5;
12890;47.9216;-2.751;RCP2.6;2006;10.84;5;4.81;24.67;5;
12890;47.9216;-2.751;RCP2.6;2007;11.48;6;7.19;27.28;5;
12890;47.9216;-2.751;RCP2.6;2008;11.08;7;9.06;23.76;4;
12890;47.9216;-2.751;RCP2.6;2009;12.08;6;7.18;22.54;3;
12890;47.9216;-2.751;RCP2.6;2010;11.55;11;8.59;31.16;5;
12890;47.9216;-2.751;RCP2.6;2011;11.6;3;7.22;18.32;2;
12890;47.9216;-2.751;RCP2.6;2012;11.93;5;7.36;23.22;4;
12890;47.9216;-2.751;RCP2.6;2013;11.87;3;7.76;17.57;2;
12890;47.9216;-2.751;RCP2.6;2014;11.73;6;6.76;25.84;5;
12890;47.9216;-2.751;RCP2.6;2015;11.96;6;5.13;21.33;1;
12890;47.9216;-2.751;RCP2.6;2016;12.18;8;7.93;31.52;7;
12890;47.9216;-2.751;RCP2.6;2017;12.39;6;6.58;21.34;2;
12890;47.9216;-2.751;RCP2.6;2018;11.21;9;8.53;27.35;6;
12890;47.9216;-2.751;RCP2.6;2019;10.91;8;8.3;29.36;7;
12890;47.9216;-2.751;RCP2.6;2020;11.13;9;7.4;28.26;7;
12891;47.9262;-2.6442;RCP2.6;2006;10.87;5;5.49;22.67;4;
12891;47.9262;-2.6442;RCP2.6;2007;11.52;5;7.61;25.93;5;
12891;47.9262;-2.6442;RCP2.6;2008;11.11;6;9.19;22.6;3;
12891;47.9262;-2.6442;RCP2.6;2009;12.12;6;6.81;21.59;3;
12891;47.9262;-2.6442;RCP2.6;2010;11.59;9;7.76;26.11;5;
12891;47.9262;-2.6442;RCP2.6;2011;11.67;3;7.41;19.68;2;
12891;47.9262;-2.6442;RCP2.6;2012;11.98;3;7.2;18.16;1;
12891;47.9262;-2.6442;RCP2.6;2013;11.89;2;7.22;16.41;1;
12891;47.9262;-2.6442;RCP2.6;2014;11.75;7;6.39;26.28;6;
12891;47.9262;-2.6442;RCP2.6;2015;12;6;5.27;20.99;1;
12891;47.9262;-2.6442;RCP2.6;2016;12.21;7;7.82;28.43;6;
12891;47.9262;-2.6442;RCP2.6;2017;12.43;3;6.44;18.56;1;
12891;47.9262;-2.6442;RCP2.6;2018;11.28;9;8.89;24.79;5;
12891;47.9262;-2.6442;RCP2.6;2019;10.94;9;8.68;29.1;6;
12891;47.9262;-2.6442;RCP2.6;2020;11.21;9;7.47;26.39;6;
12892;47.9307;-2.5374;RCP2.6;2006;10.99;4;5.22;19.66;3;
12892;47.9307;-2.5374;RCP2.6;2007;11.66;4;7.15;21.1;4;
12892;47.9307;-2.5374;RCP2.6;2008;11.3;3;8;17.85;2;
12892;47.9307;-2.5374;RCP2.6;2009;12.28;2;5.98;19.33;1;
12892;47.9307;-2.5374;RCP2.6;2010;11.71;6;7.02;21.73;4;
12892;47.9307;-2.5374;RCP2.6;2011;11.8;3;7.06;17.62;2;
12892;47.9307;-2.5374;RCP2.6;2012;12.17;2;6.26;16.76;1;
12892;47.9307;-2.5374;RCP2.6;2013;12.07;1;5.7;15.85;1;
12892;47.9307;-2.5374;RCP2.6;2014;11.89;5;5.99;27.72;5;
12892;47.9307;-2.5374;RCP2.6;2015;12.18;2;4.74;17.07;1;
12892;47.9307;-2.5374;RCP2.6;2016;12.32;7;7.09;25.31;5;
12892;47.9307;-2.5374;RCP2.6;2017;12.59;2;6.03;16.99;1;
12892;47.9307;-2.5374;RCP2.6;2018;11.38;6;8.06;22.94;5;
12892;47.9307;-2.5374;RCP2.6;2019;11.08;7;7.26;23.96;5;
12892;47.9307;-2.5374;RCP2.6;2020;11.32;8;7.03;24.18;7;
12893;47.9351;-2.4305;RCP2.6;2006;11.14;4;5.17;19.45;3;
12893;47.9351;-2.4305;RCP2.6;2007;11.82;4;7.08;20.88;4;
12893;47.9351;-2.4305;RCP2.6;2008;11.47;3;7.92;17.69;2;
12893;47.9351;-2.4305;RCP2.6;2009;12.44;2;5.92;19.2;1;
12893;47.9351;-2.4305;RCP2.6;2010;11.86;6;7.02;21.9;4;
12893;47.9351;-2.4305;RCP2.6;2011;11.96;3;6.98;17.43;2;
12893;47.9351;-2.4305;RCP2.6;2012;12.32;2;6.2;16.58;1;
12893;47.9351;-2.4305;RCP2.6;2013;12.22;1;5.64;15.68;1;
12893;47.9351;-2.4305;RCP2.6;2014;12.06;5;5.93;27.43;5;
12893;47.9351;-2.4305;RCP2.6;2015;12.35;2;4.69;16.89;2;
12893;47.9351;-2.4305;RCP2.6;2016;12.49;7;7.12;25.04;5;
12893;47.9351;-2.4305;RCP2.6;2017;12.75;2;5.98;16.81;1;
12893;47.9351;-2.4305;RCP2.6;2018;11.53;6;7.97;22.7;5;
12893;47.9351;-2.4305;RCP2.6;2019;11.24;7;7.19;23.76;5;
12893;47.9351;-2.4305;RCP2.6;2020;11.47;8;6.96;23.94;7;
12894;47.9394;-2.3237;RCP2.6;2006;10.96;5;5.31;20.43;3;
12894;47.9394;-2.3237;RCP2.6;2007;11.62;7;6.77;22.96;5;
12894;47.9394;-2.3237;RCP2.6;2008;11.28;3;7.92;19.21;1;
12894;47.9394;-2.3237;RCP2.6;2009;12.28;5;5.76;20.33;3;
12894;47.9394;-2.3237;RCP2.6;2010;11.71;6;7.8;21.79;5;
12894;47.9394;-2.3237;RCP2.6;2011;11.78;4;7.02;19.26;3;
12894;47.9394;-2.3237;RCP2.6;2012;12.11;3;6.21;16.61;3;
12894;47.9394;-2.3237;RCP2.6;2013;12.08;1;6.25;15.14;1;
12894;47.9394;-2.3237;RCP2.6;2014;11.85;4;6.15;22.78;4;
12894;47.9394;-2.3237;RCP2.6;2015;12.14;3;5.33;16.97;2;
12894;47.9394;-2.3237;RCP2.6;2016;12.29;7;7.51;24.08;6;
12894;47.9394;-2.3237;RCP2.6;2017;12.55;3;6.36;18.5;2;
12894;47.9394;-2.3237;RCP2.6;2018;11.35;6;8.04;22.09;4;
12894;47.9394;-2.3237;RCP2.6;2019;11.08;6;7.63;23.29;6;
12894;47.9394;-2.3237;RCP2.6;2020;11.3;7;7.43;22.4;6;
12895;47.9436;-2.2168;RCP2.6;2006;10.75;5;5.77;22.36;4;
12895;47.9436;-2.2168;RCP2.6;2007;11.38;7;6.84;24.53;5;
12895;47.9436;-2.2168;RCP2.6;2008;11.07;3;8.49;18.08;2;
12895;47.9436;-2.2168;RCP2.6;2009;12.07;5;5.82;21.32;3;
12895;47.9436;-2.2168;RCP2.6;2010;11.52;6;8.26;21.3;4;
12895;47.9436;-2.2168;RCP2.6;2011;11.6;5;7.03;20.85;4;
12895;47.9436;-2.2168;RCP2.6;2012;11.9;3;6.34;17.65;3;
12895;47.9436;-2.2168;RCP2.6;2013;11.88;1;6.15;16.13;1;
12895;47.9436;-2.2168;RCP2.6;2014;11.64;5;6.02;24.5;4;
12895;47.9436;-2.2168;RCP2.6;2015;11.91;3;5.05;17.08;3;
12895;47.9436;-2.2168;RCP2.6;2016;12.09;8;7.33;25.08;6;
12895;47.9436;-2.2168;RCP2.6;2017;12.33;5;6.85;21.02;2;
12895;47.9436;-2.2168;RCP2.6;2018;11.13;7;7.32;23.62;6;
12895;47.9436;-2.2168;RCP2.6;2019;10.88;7;8.23;23.59;7;
12895;47.9436;-2.2168;RCP2.6;2020;11.12;7;8.02;25.42;6;
12896;47.9477;-2.1099;RCP2.6;2006;10.92;4;5.58;18.41;3;
12896;47.9477;-2.1099;RCP2.6;2007;11.6;8;6.71;22.86;7;
12896;47.9477;-2.1099;RCP2.6;2008;11.23;2;8.23;16.12;2;
12896;47.9477;-2.1099;RCP2.6;2009;12.29;4;6.58;18.03;3;
12896;47.9477;-2.1099;RCP2.6;2010;11.66;5;7.88;20.19;3;
12896;47.9477;-2.1099;RCP2.6;2011;11.76;3;6.83;17.39;3;
12896;47.9477;-2.1099;RCP2.6;2012;12.09;4;6.5;18.97;3;
12896;47.9477;-2.1099;RCP2.6;2013;12.02;2;6.12;17.44;2;
12896;47.9477;-2.1099;RCP2.6;2014;11.86;5;5.88;24.5;5;
12896;47.9477;-2.1099;RCP2.6;2015;12.11;3;5.69;16.38;2;
12896;47.9477;-2.1099;RCP2.6;2016;12.26;7;7.3;25.37;6;
12896;47.9477;-2.1099;RCP2.6;2017;12.52;5;7.3;20.2;3;
12896;47.9477;-2.1099;RCP2.6;2018;11.32;3;8.43;19.32;3;
12896;47.9477;-2.1099;RCP2.6;2019;11.04;8;8.4;21.9;6;
12896;47.9477;-2.1099;RCP2.6;2020;11.25;7;8.16;20.96;6;
12897;47.9518;-2.003;RCP2.6;2006;10.86;4;5.79;18.71;4;
12897;47.9518;-2.003;RCP2.6;2007;11.49;8;6.74;22.17;7;
12897;47.9518;-2.003;RCP2.6;2008;11.2;2;8.37;16.51;2;
12897;47.9518;-2.003;RCP2.6;2009;12.2;2;6.58;16.54;2;
12897;47.9518;-2.003;RCP2.6;2010;11.58;5;8.08;20.21;3;
12897;47.9518;-2.003;RCP2.6;2011;11.69;3;6.37;16.45;3;
12897;47.9518;-2.003;RCP2.6;2012;12.03;3;6.71;17.51;3;
12897;47.9518;-2.003;RCP2.6;2013;11.97;1;5.9;17.87;1;
12897;47.9518;-2.003;RCP2.6;2014;11.78;6;6.39;27.78;6;
12897;47.9518;-2.003;RCP2.6;2015;12.03;2;6.01;15.54;2;
12897;47.9518;-2.003;RCP2.6;2016;12.2;7;7.45;25.09;5;
12897;47.9518;-2.003;RCP2.6;2017;12.46;7;7.36;22.34;7;
12897;47.9518;-2.003;RCP2.6;2018;11.28;4;8.74;21.47;4;
12897;47.9518;-2.003;RCP2.6;2019;10.98;7;8.85;21.74;5;
12897;47.9518;-2.003;RCP2.6;2020;11.18;7;8.33;23.63;7;
12898;47.9557;-1.896;RCP2.6;2006;11.23;4;5.71;19.34;4;
12898;47.9557;-1.896;RCP2.6;2007;11.86;4;6.77;19.45;3;
12898;47.9557;-1.896;RCP2.6;2008;11.52;2;7.88;15.4;2;
12898;47.9557;-1.896;RCP2.6;2009;12.55;2;6.44;16.59;2;
12898;47.9557;-1.896;RCP2.6;2010;11.94;3;7.39;19.64;3;
12898;47.9557;-1.896;RCP2.6;2011;12.03;3;6.29;16.13;3;
12898;47.9557;-1.896;RCP2.6;2012;12.36;3;6.55;16.34;3;
12898;47.9557;-1.896;RCP2.6;2013;12.34;1;5.94;15.9;1;
12898;47.9557;-1.896;RCP2.6;2014;12.08;6;6.11;24.84;5;
12898;47.9557;-1.896;RCP2.6;2015;12.39;2;5.49;16.13;2;
12898;47.9557;-1.896;RCP2.6;2016;12.56;7;7.09;22.36;6;
12898;47.9557;-1.896;RCP2.6;2017;12.8;4;6.79;20.39;4;
12898;47.9557;-1.896;RCP2.6;2018;11.62;6;8.23;21.64;5;
12898;47.9557;-1.896;RCP2.6;2019;11.32;8;8.41;22.78;7;
12898;47.9557;-1.896;RCP2.6;2020;11.52;6;7.83;21.83;6;
12899;47.9595;-1.7891;RCP2.6;2006;11.32;3;5.67;16.88;3;
12899;47.9595;-1.7891;RCP2.6;2007;11.99;5;6.68;20.26;2;
12899;47.9595;-1.7891;RCP2.6;2008;11.66;2;7.79;15.5;2;
12899;47.9595;-1.7891;RCP2.6;2009;12.68;3;6.52;18.8;3;
12899;47.9595;-1.7891;RCP2.6;2010;12.06;4;6.83;19.79;3;
12899;47.9595;-1.7891;RCP2.6;2011;12.13;5;6.21;27.36;5;
12899;47.9595;-1.7891;RCP2.6;2012;12.47;3;6.62;15.78;3;
12899;47.9595;-1.7891;RCP2.6;2013;12.47;0;6.19;15.22;0;
12899;47.9595;-1.7891;RCP2.6;2014;12.21;6;6.19;25.45;6;
12899;47.9595;-1.7891;RCP2.6;2015;12.49;4;5.84;15.85;3;
12899;47.9595;-1.7891;RCP2.6;2016;12.68;6;7.78;24.24;6;
12899;47.9595;-1.7891;RCP2.6;2017;12.92;4;7.53;19.97;3;
12899;47.9595;-1.7891;RCP2.6;2018;11.76;6;8.07;21.8;5;
12899;47.9595;-1.7891;RCP2.6;2019;11.46;7;8.09;22.2;6;
12899;47.9595;-1.7891;RCP2.6;2020;11.65;6;8.05;30.44;6;
12900;47.9632;-1.6821;RCP2.6;2006;11.17;3;5.54;16.05;3;
12900;47.9632;-1.6821;RCP2.6;2007;11.83;3;6.49;19.37;3;
12900;47.9632;-1.6821;RCP2.6;2008;11.52;2;7.68;17.15;2;
12900;47.9632;-1.6821;RCP2.6;2009;12.54;3;6.11;19.88;3;
12900;47.9632;-1.6821;RCP2.6;2010;11.93;2;6.99;19.52;2;
12900;47.9632;-1.6821;RCP2.6;2011;12;6;5.74;24.11;5;
12900;47.9632;-1.6821;RCP2.6;2012;12.33;3;7.19;16.15;3;
12900;47.9632;-1.6821;RCP2.6;2013;12.34;0;6.27;14.63;0;
12900;47.9632;-1.6821;RCP2.6;2014;12.05;5;6.41;22.83;5;
12900;47.9632;-1.6821;RCP2.6;2015;12.31;3;5.5;15.28;3;
12900;47.9632;-1.6821;RCP2.6;2016;12.53;7;7.39;21.06;6;
12900;47.9632;-1.6821;RCP2.6;2017;12.75;4;7.38;19.79;4;
12900;47.9632;-1.6821;RCP2.6;2018;11.59;6;7.79;21.71;5;
12900;47.9632;-1.6821;RCP2.6;2019;11.32;5;7.5;22.26;5;
12900;47.9632;-1.6821;RCP2.6;2020;11.54;6;8.42;32.47;6;
