#-----------------------------------------------------------------------------
# Date d'extraction : 24/04/2025 - 12h17 loc.
#-----------------------------------------------------------------------------
# Producteur : MF-DCSC
# Experience : EUROCORDEX2020
# Modele     : ALADIN63_CNRM-CM5
# Scenario :
#     RCP2.6 : Emissions maîtrisées
#-----------------------------------------------------------------------------
# Période extraite : de 2006 à 2020
#-----------------------------------------------------------------------------
# Type d'indice : annuel
#-----------------------------------------------------------------------------
# Indices : 
#     TAV : Température moyenne journalière (°C)
#     PN20MM : Nombre de jours de fortes précipitations (jour(s))
#     PQ90 : précipitations intenses (Q90) (mm)
#     PQ99 : précipitations extrêmes (Q99) (mm)
#     RR99 : nombre de jours de précipitations intenses (nombre de jours où on dépasse le Q99) (jour(s))
#-----------------------------------------------------------------------------
# Format des enregistrements 
# Point;Latitude;Longitude;Contexte;Annee;TAV;PN20MM;PQ90;PQ99;RR99;
#-----------------------------------------------------------------------------
Point;Latitude;Longitude;Contexte;Annee;TAV;PN20MM;PQ90;PQ99;RR99;
13467;48.2309;-2.2417;RCP2.6;2009;11.92;5;5.85;20.97;5;
13467;48.2309;-2.2417;RCP2.6;2010;11.4;4;6.73;19.83;4;
13467;48.2309;-2.2417;RCP2.6;2011;11.48;3;6.8;16.99;4;
13467;48.2309;-2.2417;RCP2.6;2012;11.71;3;6.21;16.13;3;
13467;48.2309;-2.2417;RCP2.6;2013;11.68;0;6.44;14.39;0;
13467;48.2309;-2.2417;RCP2.6;2014;11.51;4;6.74;19.95;6;
13467;48.2309;-2.2417;RCP2.6;2015;11.71;2;5.19;15.56;2;
13467;48.2309;-2.2417;RCP2.6;2016;11.89;7;7.95;24.94;8;
13467;48.2309;-2.2417;RCP2.6;2017;12.24;3;6.31;18.39;3;
13467;48.2309;-2.2417;RCP2.6;2018;11.02;4;6.52;19.64;5;
13467;48.2309;-2.2417;RCP2.6;2019;10.78;4;7.28;19.35;4;
13467;48.2309;-2.2417;RCP2.6;2020;11.04;5;8.08;21.64;6;
13468;48.235;-2.1342;RCP2.6;2006;10.75;5;5.65;21.66;5;
13468;48.235;-2.1342;RCP2.6;2007;11.37;5;7.1;22.39;5;
13468;48.235;-2.1342;RCP2.6;2008;11.19;2;6.79;14.29;2;
13468;48.235;-2.1342;RCP2.6;2009;12.05;4;5.88;19.84;5;
13468;48.235;-2.1342;RCP2.6;2010;11.52;4;6.72;20.44;5;
13468;48.235;-2.1342;RCP2.6;2011;11.63;3;6.84;17.49;3;
13468;48.235;-2.1342;RCP2.6;2012;11.85;3;6.53;15.22;3;
13468;48.235;-2.1342;RCP2.6;2013;11.84;0;6.56;14.38;0;
13468;48.235;-2.1342;RCP2.6;2014;11.61;4;6.72;20.02;5;
13468;48.235;-2.1342;RCP2.6;2015;11.88;2;4.91;15.98;2;
13468;48.235;-2.1342;RCP2.6;2016;12.03;6;7.86;24.29;7;
13468;48.235;-2.1342;RCP2.6;2017;12.36;3;6.05;17.56;4;
13468;48.235;-2.1342;RCP2.6;2018;11.12;4;6.84;18.99;4;
13468;48.235;-2.1342;RCP2.6;2019;10.91;3;7.3;17.96;4;
13468;48.235;-2.1342;RCP2.6;2020;11.16;5;8.15;20.82;5;
13469;48.2391;-2.0267;RCP2.6;2006;10.81;4;5.2;18.86;4;
13469;48.2391;-2.0267;RCP2.6;2007;11.39;3;6.02;19.39;5;
13469;48.2391;-2.0267;RCP2.6;2008;11.24;1;6.77;14.24;2;
13469;48.2391;-2.0267;RCP2.6;2009;12.11;4;6.1;20.37;5;
13469;48.2391;-2.0267;RCP2.6;2010;11.56;5;6.43;20.37;5;
13469;48.2391;-2.0267;RCP2.6;2011;11.67;3;6.28;16.98;3;
13469;48.2391;-2.0267;RCP2.6;2012;11.89;3;6.3;16.59;3;
13469;48.2391;-2.0267;RCP2.6;2013;11.9;0;6.57;13.19;0;
13469;48.2391;-2.0267;RCP2.6;2014;11.66;4;6.71;19.21;4;
13469;48.2391;-2.0267;RCP2.6;2015;11.93;0;5.4;15.72;0;
13469;48.2391;-2.0267;RCP2.6;2016;12.05;6;7.53;22.79;8;
13469;48.2391;-2.0267;RCP2.6;2017;12.4;3;6.22;16.97;3;
13469;48.2391;-2.0267;RCP2.6;2018;11.18;3;7.16;19.47;6;
13469;48.2391;-2.0267;RCP2.6;2019;10.96;3;7.09;17.95;4;
13469;48.2391;-2.0267;RCP2.6;2020;11.23;6;8.37;23.56;6;
13470;48.243;-1.9192;RCP2.6;2006;10.63;5;5.41;21.27;5;
13470;48.243;-1.9192;RCP2.6;2007;11.2;3;6.32;19.42;5;
13470;48.243;-1.9192;RCP2.6;2008;11.03;1;7.24;13.68;2;
13470;48.243;-1.9192;RCP2.6;2009;11.94;4;6.53;20.33;5;
13470;48.243;-1.9192;RCP2.6;2010;11.38;3;6.94;19.24;5;
13470;48.243;-1.9192;RCP2.6;2011;11.47;4;5.88;19.9;4;
13470;48.243;-1.9192;RCP2.6;2012;11.69;3;6.45;15.06;3;
13470;48.243;-1.9192;RCP2.6;2013;11.73;0;6.48;14.72;0;
13470;48.243;-1.9192;RCP2.6;2014;11.44;5;7.09;23.67;6;
13470;48.243;-1.9192;RCP2.6;2015;11.72;1;5.31;15.39;1;
13470;48.243;-1.9192;RCP2.6;2016;11.84;8;8.21;23.51;10;
13470;48.243;-1.9192;RCP2.6;2017;12.19;2;6.64;18.16;3;
13470;48.243;-1.9192;RCP2.6;2018;10.97;3;7.16;19.62;5;
13470;48.243;-1.9192;RCP2.6;2019;10.77;2;6.69;18.27;4;
13470;48.243;-1.9192;RCP2.6;2020;11.07;8;7.89;27.86;8;
13471;48.2469;-1.8117;RCP2.6;2006;10.77;5;5.36;21.08;5;
13471;48.2469;-1.8117;RCP2.6;2007;11.33;3;6.26;19.25;5;
13471;48.2469;-1.8117;RCP2.6;2008;11.18;1;7.18;13.56;2;
13471;48.2469;-1.8117;RCP2.6;2009;12.09;4;6.47;20.28;5;
13471;48.2469;-1.8117;RCP2.6;2010;11.53;2;6.88;19.1;5;
13471;48.2469;-1.8117;RCP2.6;2011;11.61;4;5.83;19.88;4;
13471;48.2469;-1.8117;RCP2.6;2012;11.83;3;6.39;14.98;3;
13471;48.2469;-1.8117;RCP2.6;2013;11.88;0;6.42;14.6;0;
13471;48.2469;-1.8117;RCP2.6;2014;11.6;5;7.03;23.48;6;
13471;48.2469;-1.8117;RCP2.6;2015;11.87;0;5.27;15.25;1;
13471;48.2469;-1.8117;RCP2.6;2016;11.99;8;8.14;23.35;10;
13471;48.2469;-1.8117;RCP2.6;2017;12.33;2;6.6;18;3;
13471;48.2469;-1.8117;RCP2.6;2018;11.11;3;7.1;19.5;5;
13471;48.2469;-1.8117;RCP2.6;2019;10.92;2;6.67;18.13;4;
13471;48.2469;-1.8117;RCP2.6;2020;11.21;8;7.82;27.7;8;
13472;48.2506;-1.7041;RCP2.6;2006;10.85;4;5.57;20.23;4;
13472;48.2506;-1.7041;RCP2.6;2007;11.41;5;6.09;20.13;6;
13472;48.2506;-1.7041;RCP2.6;2008;11.25;1;6.9;13.61;1;
13472;48.2506;-1.7041;RCP2.6;2009;12.15;3;7.01;17.1;3;
13472;48.2506;-1.7041;RCP2.6;2010;11.58;4;6.85;19.07;4;
13472;48.2506;-1.7041;RCP2.6;2011;11.66;3;5.66;17.55;4;
13472;48.2506;-1.7041;RCP2.6;2012;11.95;3;6.28;16.43;3;
13472;48.2506;-1.7041;RCP2.6;2013;11.93;0;6.22;14.44;0;
13472;48.2506;-1.7041;RCP2.6;2014;11.65;6;6.85;22.49;7;
13472;48.2506;-1.7041;RCP2.6;2015;11.91;0;5.98;15.32;1;
13472;48.2506;-1.7041;RCP2.6;2016;12.03;8;7.94;24.93;8;
13472;48.2506;-1.7041;RCP2.6;2017;12.39;1;7.15;17.69;3;
13472;48.2506;-1.7041;RCP2.6;2018;11.19;2;7.01;17.75;3;
13472;48.2506;-1.7041;RCP2.6;2019;10.97;2;6.58;18.32;3;
13472;48.2506;-1.7041;RCP2.6;2020;11.3;7;7.72;26.39;8;
13473;48.2543;-1.5965;RCP2.6;2006;10.96;4;6.21;20.3;5;
13473;48.2543;-1.5965;RCP2.6;2007;11.53;4;6.13;19.72;7;
13473;48.2543;-1.5965;RCP2.6;2008;11.39;1;6.95;14.8;1;
13473;48.2543;-1.5965;RCP2.6;2009;12.28;2;6.94;15.28;2;
13473;48.2543;-1.5965;RCP2.6;2010;11.7;1;6.54;16.32;2;
13473;48.2543;-1.5965;RCP2.6;2011;11.76;3;6.12;16.33;4;
13473;48.2543;-1.5965;RCP2.6;2012;12.08;3;6.6;18.42;4;
13473;48.2543;-1.5965;RCP2.6;2013;12.09;1;6.08;14.51;1;
13473;48.2543;-1.5965;RCP2.6;2014;11.79;3;6.95;19.02;5;
13473;48.2543;-1.5965;RCP2.6;2015;12.02;1;5.64;14.86;3;
13473;48.2543;-1.5965;RCP2.6;2016;12.18;7;7.89;22.77;7;
13473;48.2543;-1.5965;RCP2.6;2017;12.5;1;7.33;16.89;2;
13473;48.2543;-1.5965;RCP2.6;2018;11.32;2;7.73;17.66;3;
13473;48.2543;-1.5965;RCP2.6;2019;11.13;2;6.9;17.41;3;
13473;48.2543;-1.5965;RCP2.6;2020;11.39;6;7.89;23.9;7;
13474;48.2578;-1.489;RCP2.6;2006;10.98;4;7.24;20.1;4;
13474;48.2578;-1.489;RCP2.6;2007;11.61;4;6.73;20.24;4;
13474;48.2578;-1.489;RCP2.6;2008;11.35;1;8.02;16.36;1;
13474;48.2578;-1.489;RCP2.6;2009;12.32;2;7.47;17.3;2;
13474;48.2578;-1.489;RCP2.6;2010;11.72;2;7.71;18.68;2;
13474;48.2578;-1.489;RCP2.6;2011;11.78;4;6.25;18.45;4;
13474;48.2578;-1.489;RCP2.6;2012;12.12;4;7.53;20.17;4;
13474;48.2578;-1.489;RCP2.6;2013;12.11;1;7.22;14.71;1;
13474;48.2578;-1.489;RCP2.6;2014;11.75;5;7.88;21.41;5;
13474;48.2578;-1.489;RCP2.6;2015;12.06;2;6.43;14.71;2;
13474;48.2578;-1.489;RCP2.6;2016;12.2;7;8.04;25.17;7;
13474;48.2578;-1.489;RCP2.6;2017;12.52;1;8.34;17.21;1;
13474;48.2578;-1.489;RCP2.6;2018;11.34;3;8.08;19.08;3;
13474;48.2578;-1.489;RCP2.6;2019;11.15;3;7.58;19.65;3;
13474;48.2578;-1.489;RCP2.6;2020;11.41;6;8.3;25.65;6;
13475;48.2613;-1.3814;RCP2.6;2006;10.92;5;8.05;20.77;4;
13475;48.2613;-1.3814;RCP2.6;2007;11.56;3;6.07;17.9;3;
13475;48.2613;-1.3814;RCP2.6;2008;11.27;1;7.49;15.66;1;
13475;48.2613;-1.3814;RCP2.6;2009;12.29;2;7.83;17.58;2;
13475;48.2613;-1.3814;RCP2.6;2010;11.65;2;7.7;17.4;2;
13475;48.2613;-1.3814;RCP2.6;2011;11.71;3;6.75;16.73;3;
13475;48.2613;-1.3814;RCP2.6;2012;12.11;3;6.92;17.69;3;
13475;48.2613;-1.3814;RCP2.6;2013;12.02;1;6.82;15.09;1;
13475;48.2613;-1.3814;RCP2.6;2014;11.69;1;7.3;18.5;1;
13475;48.2613;-1.3814;RCP2.6;2015;11.99;2;6.01;15.59;2;
13475;48.2613;-1.3814;RCP2.6;2016;12.17;7;7.93;24.45;7;
13475;48.2613;-1.3814;RCP2.6;2017;12.45;2;8.34;18.68;2;
13475;48.2613;-1.3814;RCP2.6;2018;11.29;3;7.73;18.77;3;
13475;48.2613;-1.3814;RCP2.6;2019;11.07;4;7.62;19.84;3;
13475;48.2613;-1.3814;RCP2.6;2020;11.38;8;8.15;25.34;8;
13476;48.2646;-1.2738;RCP2.6;2006;10.86;4;8.22;19.7;4;
13476;48.2646;-1.2738;RCP2.6;2007;11.46;2;6.22;18.54;2;
13476;48.2646;-1.2738;RCP2.6;2008;11.19;1;7.93;17.4;1;
13476;48.2646;-1.2738;RCP2.6;2009;12.22;4;7.83;19.46;4;
13476;48.2646;-1.2738;RCP2.6;2010;11.6;4;8.34;19.61;4;
13476;48.2646;-1.2738;RCP2.6;2011;11.66;2;7.11;18.22;2;
13476;48.2646;-1.2738;RCP2.6;2012;12.04;4;7.23;19.63;4;
13476;48.2646;-1.2738;RCP2.6;2013;11.96;1;6.49;15.28;1;
13476;48.2646;-1.2738;RCP2.6;2014;11.61;3;7.52;16.84;2;
13476;48.2646;-1.2738;RCP2.6;2015;11.88;3;5.81;15.28;3;
13476;48.2646;-1.2738;RCP2.6;2016;12.13;6;7.86;23.03;6;
13476;48.2646;-1.2738;RCP2.6;2017;12.36;2;8.07;18.8;2;
13476;48.2646;-1.2738;RCP2.6;2018;11.19;4;7.1;19.53;4;
13476;48.2646;-1.2738;RCP2.6;2019;10.98;4;7.86;20.47;4;
13476;48.2646;-1.2738;RCP2.6;2020;11.33;6;8.48;24.38;6;
13477;48.2679;-1.1661;RCP2.6;2006;10.69;4;8.18;19.91;4;
13477;48.2679;-1.1661;RCP2.6;2007;11.29;3;6.3;18.75;2;
13477;48.2679;-1.1661;RCP2.6;2008;11.02;1;8.12;17.59;1;
13477;48.2679;-1.1661;RCP2.6;2009;12.04;4;7.91;19.68;4;
13477;48.2679;-1.1661;RCP2.6;2010;11.43;4;8.33;19.83;4;
13477;48.2679;-1.1661;RCP2.6;2011;11.49;2;7.25;18.42;2;
13477;48.2679;-1.1661;RCP2.6;2012;11.86;4;7.32;19.85;4;
13477;48.2679;-1.1661;RCP2.6;2013;11.78;1;6.55;15.45;1;
13477;48.2679;-1.1661;RCP2.6;2014;11.43;3;7.7;17.04;2;
13477;48.2679;-1.1661;RCP2.6;2015;11.71;3;5.8;15.46;3;
13477;48.2679;-1.1661;RCP2.6;2016;11.97;6;7.95;23.29;6;
13477;48.2679;-1.1661;RCP2.6;2017;12.18;2;8.21;19.01;2;
13477;48.2679;-1.1661;RCP2.6;2018;11.01;4;7.18;19.71;4;
13477;48.2679;-1.1661;RCP2.6;2019;10.81;5;7.94;20.8;4;
13477;48.2679;-1.1661;RCP2.6;2020;11.14;6;8.57;24.63;6;
13591;48.2053;-4.2893;RCP2.6;2006;11.37;4;6.07;19.87;5;
13591;48.2053;-4.2893;RCP2.6;2007;11.92;4;6.57;19.69;4;
13591;48.2053;-4.2893;RCP2.6;2008;11.5;1;8.12;18.93;2;
13591;48.2053;-4.2893;RCP2.6;2009;12.13;1;7.22;17.08;1;
13591;48.2053;-4.2893;RCP2.6;2010;11.89;3;7.68;18.98;3;
13591;48.2053;-4.2893;RCP2.6;2011;12.02;5;6.75;20.98;5;
13591;48.2053;-4.2893;RCP2.6;2012;12.21;2;8.2;16.37;2;
13591;48.2053;-4.2893;RCP2.6;2013;12.34;2;5.96;18.42;2;
13591;48.2053;-4.2893;RCP2.6;2014;12.2;7;6.73;24.06;7;
13591;48.2053;-4.2893;RCP2.6;2015;12.24;3;5.13;18.92;4;
13591;48.2053;-4.2893;RCP2.6;2016;12.42;5;7.55;22.57;6;
13591;48.2053;-4.2893;RCP2.6;2017;12.8;2;6.69;16.45;2;
13591;48.2053;-4.2893;RCP2.6;2018;11.59;5;8.62;22.01;6;
13591;48.2053;-4.2893;RCP2.6;2019;11.43;5;8.66;20.43;7;
13591;48.2053;-4.2893;RCP2.6;2020;11.56;7;7.39;24.89;7;
13592;48.2113;-4.1821;RCP2.6;2006;10.88;8;7.22;24.42;4;
13592;48.2113;-4.1821;RCP2.6;2007;11.5;9;8.52;22.78;4;
13592;48.2113;-4.1821;RCP2.6;2008;11.04;7;10.53;24.21;3;
13592;48.2113;-4.1821;RCP2.6;2009;11.74;3;9.21;19.71;2;
13592;48.2113;-4.1821;RCP2.6;2010;11.44;10;9.63;24.65;5;
13592;48.2113;-4.1821;RCP2.6;2011;11.59;7;8.82;25.68;6;
13592;48.2113;-4.1821;RCP2.6;2012;11.83;6;10.13;21.18;2;
13592;48.2113;-4.1821;RCP2.6;2013;11.97;7;7.84;22.68;2;
13592;48.2113;-4.1821;RCP2.6;2014;11.86;10;8.63;30.31;6;
13592;48.2113;-4.1821;RCP2.6;2015;11.88;10;6.5;25.73;5;
13592;48.2113;-4.1821;RCP2.6;2016;12.06;11;10.16;29.49;6;
13592;48.2113;-4.1821;RCP2.6;2017;12.47;7;8.68;21.8;1;
13592;48.2113;-4.1821;RCP2.6;2018;11.13;12;10.93;24.97;5;
13592;48.2113;-4.1821;RCP2.6;2019;10.96;11;10.91;25.72;6;
13592;48.2113;-4.1821;RCP2.6;2020;11.1;10;9.28;27.44;6;
13593;48.2172;-4.0748;RCP2.6;2006;11.13;7;8.15;23.55;4;
13593;48.2172;-4.0748;RCP2.6;2007;11.78;10;8.14;25.38;5;
13593;48.2172;-4.0748;RCP2.6;2008;11.29;8;10.39;23.97;4;
13593;48.2172;-4.0748;RCP2.6;2009;12.07;6;8.46;21.43;1;
13593;48.2172;-4.0748;RCP2.6;2010;11.74;9;10.19;25.73;6;
13593;48.2172;-4.0748;RCP2.6;2011;11.9;7;9.3;23.86;4;
13593;48.2172;-4.0748;RCP2.6;2012;12.16;4;10.06;19.88;2;
13593;48.2172;-4.0748;RCP2.6;2013;12.19;6;8.05;21.76;1;
13593;48.2172;-4.0748;RCP2.6;2014;12.11;8;8.85;26.41;6;
13593;48.2172;-4.0748;RCP2.6;2015;12.15;7;6.6;23.68;4;
13593;48.2172;-4.0748;RCP2.6;2016;12.32;10;9.67;30.51;5;
13593;48.2172;-4.0748;RCP2.6;2017;12.7;7;8.52;22.63;4;
13593;48.2172;-4.0748;RCP2.6;2018;11.36;11;11.24;24.69;6;
13593;48.2172;-4.0748;RCP2.6;2019;11.21;9;10.28;24.81;6;
13593;48.2172;-4.0748;RCP2.6;2020;11.42;9;9.86;27.98;6;
13594;48.223;-3.9675;RCP2.6;2006;10.85;7;8.69;23.79;2;
13594;48.223;-3.9675;RCP2.6;2007;11.57;10;9.36;28.36;7;
13594;48.223;-3.9675;RCP2.6;2008;11.03;12;11.72;30.35;7;
13594;48.223;-3.9675;RCP2.6;2009;11.93;6;9.47;21.49;2;
13594;48.223;-3.9675;RCP2.6;2010;11.5;12;11.62;31.27;6;
13594;48.223;-3.9675;RCP2.6;2011;11.63;9;10.53;22.65;2;
13594;48.223;-3.9675;RCP2.6;2012;11.91;7;11.37;22.04;2;
13594;48.223;-3.9675;RCP2.6;2013;11.95;7;8.7;22.38;1;
13594;48.223;-3.9675;RCP2.6;2014;11.82;8;10.39;26.96;5;
13594;48.223;-3.9675;RCP2.6;2015;11.91;8;7.49;26.23;5;
13594;48.223;-3.9675;RCP2.6;2016;12.12;9;10.09;26.57;6;
13594;48.223;-3.9675;RCP2.6;2017;12.48;7;9.37;23.03;3;
13594;48.223;-3.9675;RCP2.6;2018;11.09;12;12.5;25.86;5;
13594;48.223;-3.9675;RCP2.6;2019;10.94;12;11.59;28.3;8;
13594;48.223;-3.9675;RCP2.6;2020;11.16;8;10.39;27.06;5;
13595;48.2287;-3.8602;RCP2.6;2006;10.73;7;8.76;23.96;2;
13595;48.2287;-3.8602;RCP2.6;2007;11.45;10;9.43;28.7;7;
13595;48.2287;-3.8602;RCP2.6;2008;10.91;12;11.81;30.6;7;
13595;48.2287;-3.8602;RCP2.6;2009;11.81;6;9.53;21.67;2;
13595;48.2287;-3.8602;RCP2.6;2010;11.38;12;11.72;31.51;6;
13595;48.2287;-3.8602;RCP2.6;2011;11.52;9;10.61;22.83;3;
13595;48.2287;-3.8602;RCP2.6;2012;11.79;7;11.54;22.21;2;
13595;48.2287;-3.8602;RCP2.6;2013;11.83;7;8.77;22.56;1;
13595;48.2287;-3.8602;RCP2.6;2014;11.7;8;10.47;27.16;5;
13595;48.2287;-3.8602;RCP2.6;2015;11.79;8;7.55;26.42;5;
13595;48.2287;-3.8602;RCP2.6;2016;12;9;10.17;26.89;6;
13595;48.2287;-3.8602;RCP2.6;2017;12.35;7;9.41;23.22;3;
13595;48.2287;-3.8602;RCP2.6;2018;10.97;13;12.6;26.07;5;
13595;48.2287;-3.8602;RCP2.6;2019;10.83;12;11.68;28.92;8;
13595;48.2287;-3.8602;RCP2.6;2020;11.04;9;10.47;27.26;5;
13596;48.2344;-3.7529;RCP2.6;2006;10.74;7;9.05;22.85;3;
13596;48.2344;-3.7529;RCP2.6;2007;11.43;11;9.98;28.67;6;
13596;48.2344;-3.7529;RCP2.6;2008;10.94;14;11.65;30.4;6;
13596;48.2344;-3.7529;RCP2.6;2009;11.83;5;9.48;21.2;2;
13596;48.2344;-3.7529;RCP2.6;2010;11.41;13;11.19;30.61;6;
13596;48.2344;-3.7529;RCP2.6;2011;11.53;9;10.35;22.42;2;
13596;48.2344;-3.7529;RCP2.6;2012;11.75;7;11.22;22.29;2;
13596;48.2344;-3.7529;RCP2.6;2013;11.81;7;9.27;22.32;1;
13596;48.2344;-3.7529;RCP2.6;2014;11.68;9;10.87;25.02;3;
13596;48.2344;-3.7529;RCP2.6;2015;11.76;8;7.9;27.05;4;
13596;48.2344;-3.7529;RCP2.6;2016;12;9;9.64;28.15;7;
13596;48.2344;-3.7529;RCP2.6;2017;12.34;7;8.67;22.9;3;
13596;48.2344;-3.7529;RCP2.6;2018;10.98;10;12.15;27.48;6;
13596;48.2344;-3.7529;RCP2.6;2019;10.84;11;11.36;27.48;7;
13596;48.2344;-3.7529;RCP2.6;2020;11.05;11;10.41;27.6;5;
13597;48.2399;-3.6455;RCP2.6;2006;10.71;6;9.27;22.09;1;
13597;48.2399;-3.6455;RCP2.6;2007;11.44;11;10.07;28.83;9;
13597;48.2399;-3.6455;RCP2.6;2008;10.93;13;11.16;28.42;7;
13597;48.2399;-3.6455;RCP2.6;2009;11.86;5;9.8;21.53;2;
13597;48.2399;-3.6455;RCP2.6;2010;11.42;13;11.7;28.94;6;
13597;48.2399;-3.6455;RCP2.6;2011;11.56;7;10.09;22.17;3;
13597;48.2399;-3.6455;RCP2.6;2012;11.74;8;11.43;23.02;2;
13597;48.2399;-3.6455;RCP2.6;2013;11.77;8;9.33;22.99;3;
13597;48.2399;-3.6455;RCP2.6;2014;11.66;11;11.45;24.52;3;
13597;48.2399;-3.6455;RCP2.6;2015;11.75;8;8.11;24.04;4;
13597;48.2399;-3.6455;RCP2.6;2016;12.01;10;10.51;28.13;8;
13597;48.2399;-3.6455;RCP2.6;2017;12.3;8;8.98;22.74;3;
13597;48.2399;-3.6455;RCP2.6;2018;10.93;10;12.34;29.17;7;
13597;48.2399;-3.6455;RCP2.6;2019;10.81;11;11.42;27.92;6;
13597;48.2399;-3.6455;RCP2.6;2020;11.05;11;10.92;27.28;4;
13598;48.2453;-3.5382;RCP2.6;2006;10.58;4;8.94;19.6;2;
13598;48.2453;-3.5382;RCP2.6;2007;11.27;11;9.25;26.79;6;
13598;48.2453;-3.5382;RCP2.6;2008;10.81;11;10.71;24.41;4;
13598;48.2453;-3.5382;RCP2.6;2009;11.62;5;9.27;21.64;1;
13598;48.2453;-3.5382;RCP2.6;2010;11.29;11;10.13;27.07;7;
13598;48.2453;-3.5382;RCP2.6;2011;11.41;5;9.09;21.39;3;
13598;48.2453;-3.5382;RCP2.6;2012;11.57;7;10.52;21.75;2;
13598;48.2453;-3.5382;RCP2.6;2013;11.6;7;8.24;22.39;2;
13598;48.2453;-3.5382;RCP2.6;2014;11.5;9;10.18;23.06;3;
13598;48.2453;-3.5382;RCP2.6;2015;11.57;7;7.1;24.28;4;
13598;48.2453;-3.5382;RCP2.6;2016;11.8;10;9.86;26.44;6;
13598;48.2453;-3.5382;RCP2.6;2017;12.09;6;8.09;21.7;2;
13598;48.2453;-3.5382;RCP2.6;2018;10.8;10;11.3;26.32;7;
13598;48.2453;-3.5382;RCP2.6;2019;10.69;8;10.67;24.52;4;
13598;48.2453;-3.5382;RCP2.6;2020;10.91;10;9.53;27.01;5;
13599;48.2506;-3.4308;RCP2.6;2006;10.47;3;7.8;19.69;3;
13599;48.2506;-3.4308;RCP2.6;2007;11.06;10;10.01;24.79;8;
13599;48.2506;-3.4308;RCP2.6;2008;10.67;6;9.86;23.35;4;
13599;48.2506;-3.4308;RCP2.6;2009;11.6;4;7.69;20.09;3;
13599;48.2506;-3.4308;RCP2.6;2010;11.2;12;10.34;23.79;5;
13599;48.2506;-3.4308;RCP2.6;2011;11.22;4;9.01;19.53;3;
13599;48.2506;-3.4308;RCP2.6;2012;11.4;6;10.07;21.26;2;
13599;48.2506;-3.4308;RCP2.6;2013;11.42;6;8.85;22.86;4;
13599;48.2506;-3.4308;RCP2.6;2014;11.31;9;9.6;21.38;3;
13599;48.2506;-3.4308;RCP2.6;2015;11.41;5;6.25;21.73;4;
13599;48.2506;-3.4308;RCP2.6;2016;11.71;9;9.02;25.17;8;
13599;48.2506;-3.4308;RCP2.6;2017;11.96;6;6.98;23.69;5;
13599;48.2506;-3.4308;RCP2.6;2018;10.66;11;9.87;29.69;10;
13599;48.2506;-3.4308;RCP2.6;2019;10.46;7;9.02;24.86;6;
13599;48.2506;-3.4308;RCP2.6;2020;10.82;8;9.54;26.68;6;
13600;48.2559;-3.3233;RCP2.6;2006;10.37;4;8.04;19.88;3;
13600;48.2559;-3.3233;RCP2.6;2007;10.94;11;9.86;24.49;6;
13600;48.2559;-3.3233;RCP2.6;2008;10.54;5;9.86;21.49;3;
13600;48.2559;-3.3233;RCP2.6;2009;11.51;5;7.71;20.83;3;
13600;48.2559;-3.3233;RCP2.6;2010;11.07;12;9.92;24.38;6;
13600;48.2559;-3.3233;RCP2.6;2011;11.12;6;9.1;22.29;1;
13600;48.2559;-3.3233;RCP2.6;2012;11.3;8;9.85;22.82;3;
13600;48.2559;-3.3233;RCP2.6;2013;11.28;6;9.35;24.28;5;
13600;48.2559;-3.3233;RCP2.6;2014;11.19;7;9.82;22.28;2;
13600;48.2559;-3.3233;RCP2.6;2015;11.3;5;6.83;21.12;2;
13600;48.2559;-3.3233;RCP2.6;2016;11.58;10;9.75;27.65;7;
13600;48.2559;-3.3233;RCP2.6;2017;11.84;7;7.05;24.59;5;
13600;48.2559;-3.3233;RCP2.6;2018;10.57;11;9.56;29.63;8;
13600;48.2559;-3.3233;RCP2.6;2019;10.36;8;9.47;23.94;5;
13600;48.2559;-3.3233;RCP2.6;2020;10.7;9;9.9;27.17;7;
13601;48.261;-3.2159;RCP2.6;2006;10.57;4;7.93;19.62;3;
13601;48.261;-3.2159;RCP2.6;2007;11.14;11;9.74;24.15;6;
13601;48.261;-3.2159;RCP2.6;2008;10.75;5;9.76;21.19;3;
13601;48.261;-3.2159;RCP2.6;2009;11.71;5;7.61;20.54;3;
13601;48.261;-3.2159;RCP2.6;2010;11.27;11;9.79;24.04;7;
13601;48.261;-3.2159;RCP2.6;2011;11.32;6;8.99;21.98;2;
13601;48.261;-3.2159;RCP2.6;2012;11.51;8;9.71;22.51;3;
13601;48.261;-3.2159;RCP2.6;2013;11.49;6;9.23;23.96;5;
13601;48.261;-3.2159;RCP2.6;2014;11.4;6;9.69;21.97;2;
13601;48.261;-3.2159;RCP2.6;2015;11.51;5;6.74;20.85;2;
13601;48.261;-3.2159;RCP2.6;2016;11.79;10;9.62;27.36;7;
13601;48.261;-3.2159;RCP2.6;2017;12.04;7;6.96;24.27;5;
13601;48.261;-3.2159;RCP2.6;2018;10.76;11;9.4;29.21;8;
13601;48.261;-3.2159;RCP2.6;2019;10.57;8;9.34;23.61;5;
13601;48.261;-3.2159;RCP2.6;2020;10.91;9;9.79;26.88;7;
13602;48.266;-3.1084;RCP2.6;2006;10.5;4;7.87;20.29;3;
13602;48.266;-3.1084;RCP2.6;2007;11.06;8;9.7;24.29;6;
13602;48.266;-3.1084;RCP2.6;2008;10.73;4;9.89;19.48;3;
13602;48.266;-3.1084;RCP2.6;2009;11.67;4;7.82;21.09;4;
