#-----------------------------------------------------------------------------
# Date d'extraction : 24/04/2025 - 12h35 loc.
#-----------------------------------------------------------------------------
# Producteur : MF-DCSC
# Experience : EUROCORDEX2020
# Modele     : ALADIN63_CNRM-CM5
# Scenario :
#     REF : référence
#-----------------------------------------------------------------------------
# Période extraite : de 1990 à 2005
#-----------------------------------------------------------------------------
# Type d'indice : annuel
#-----------------------------------------------------------------------------
# Indices : 
#     TAV : Température moyenne journalière (°C)
#     PN20MM : Nombre de jours de fortes précipitations (jour(s))
#     PQ90 : précipitations intenses (Q90) (mm)
#     PQ99 : précipitations extrêmes (Q99) (mm)
#     RR99 : nombre de jours de précipitations intenses (nombre de jours où on dépasse le Q99) (jour(s))
#-----------------------------------------------------------------------------
# Format des enregistrements 
# Point;Latitude;Longitude;Contexte;Annee;TAV;PN20MM;PQ90;PQ99;RR99;
#-----------------------------------------------------------------------------
Point;Latitude;Longitude;Contexte;Annee;TAV;PN20MM;PQ90;PQ99;RR99;
13327;48.1712;-1.9134;REF;1993;11.34;1;6.07;13.49;1;
13327;48.1712;-1.9134;REF;1994;10.79;3;5.6;18.12;4;
13327;48.1712;-1.9134;REF;1995;11.43;5;6.71;20.93;6;
13327;48.1712;-1.9134;REF;1996;11.65;2;4.79;15.64;3;
13327;48.1712;-1.9134;REF;1997;11.21;1;6.3;15.46;3;
13327;48.1712;-1.9134;REF;1998;11.38;2;6.61;16.29;3;
13327;48.1712;-1.9134;REF;1999;12.11;4;5.13;15.9;4;
13327;48.1712;-1.9134;REF;2000;12.06;6;7.1;23.96;6;
13327;48.1712;-1.9134;REF;2001;11.09;4;6.97;19.82;5;
13327;48.1712;-1.9134;REF;2002;11.4;1;7.09;14.04;1;
13327;48.1712;-1.9134;REF;2003;11.96;3;7.19;18.51;5;
13327;48.1712;-1.9134;REF;2004;12.19;1;7.16;16.84;2;
13327;48.1712;-1.9134;REF;2005;11.71;4;4.65;17.5;4;
13328;48.175;-1.806;REF;1990;12.14;2;6.9;17.42;4;
13328;48.175;-1.806;REF;1991;11.23;2;5.87;17.03;3;
13328;48.175;-1.806;REF;1992;11.17;3;6.67;14.52;3;
13328;48.175;-1.806;REF;1993;11.55;1;5.76;12.98;1;
13328;48.175;-1.806;REF;1994;10.98;3;5.38;17.7;4;
13328;48.175;-1.806;REF;1995;11.63;4;6.57;19.76;7;
13328;48.175;-1.806;REF;1996;11.88;3;4.66;14.36;3;
13328;48.175;-1.806;REF;1997;11.4;1;6.03;14.32;2;
13328;48.175;-1.806;REF;1998;11.58;2;6.47;14.53;2;
13328;48.175;-1.806;REF;1999;12.33;3;4.81;14.39;3;
13328;48.175;-1.806;REF;2000;12.3;6;7.15;22.78;8;
13328;48.175;-1.806;REF;2001;11.3;3;7.15;18.34;5;
13328;48.175;-1.806;REF;2002;11.63;1;7.52;13.83;2;
13328;48.175;-1.806;REF;2003;12.2;2;6.71;17.45;3;
13328;48.175;-1.806;REF;2004;12.45;1;7.11;16.97;4;
13328;48.175;-1.806;REF;2005;11.93;3;4.29;16.34;4;
13329;48.1788;-1.6986;REF;1990;12.15;5;6.98;20.36;5;
13329;48.1788;-1.6986;REF;1991;11.24;2;6.27;15.53;2;
13329;48.1788;-1.6986;REF;1992;11.18;3;6.69;17.5;4;
13329;48.1788;-1.6986;REF;1993;11.58;1;5.58;12.38;1;
13329;48.1788;-1.6986;REF;1994;10.99;3;5.64;16.8;3;
13329;48.1788;-1.6986;REF;1995;11.68;5;6.12;22.76;5;
13329;48.1788;-1.6986;REF;1996;11.9;3;5.51;13.41;3;
13329;48.1788;-1.6986;REF;1997;11.44;1;6.2;15.4;2;
13329;48.1788;-1.6986;REF;1998;11.55;2;6.46;14.49;2;
13329;48.1788;-1.6986;REF;1999;12.39;2;4.05;17.15;4;
13329;48.1788;-1.6986;REF;2000;12.3;5;7.68;22.96;7;
13329;48.1788;-1.6986;REF;2001;11.34;3;6.9;18.44;5;
13329;48.1788;-1.6986;REF;2002;11.66;1;7.4;14.76;3;
13329;48.1788;-1.6986;REF;2003;12.23;2;7.01;17.84;5;
13329;48.1788;-1.6986;REF;2004;12.48;2;6.66;16.26;3;
13329;48.1788;-1.6986;REF;2005;11.94;1;4.46;15.08;3;
13330;48.1824;-1.5912;REF;1990;12.09;4;6.91;19.72;5;
13330;48.1824;-1.5912;REF;1991;11.2;2;6.68;15.95;3;
13330;48.1824;-1.5912;REF;1992;11.15;2;6.77;17.95;4;
13330;48.1824;-1.5912;REF;1993;11.54;1;5.66;13.15;1;
13330;48.1824;-1.5912;REF;1994;10.93;3;5.71;16.15;3;
13330;48.1824;-1.5912;REF;1995;11.65;5;6.39;22.86;6;
13330;48.1824;-1.5912;REF;1996;11.86;3;5.71;16.58;4;
13330;48.1824;-1.5912;REF;1997;11.43;2;6.08;17.65;4;
13330;48.1824;-1.5912;REF;1998;11.51;1;7.03;15.58;3;
13330;48.1824;-1.5912;REF;1999;12.33;3;3.81;17.4;4;
13330;48.1824;-1.5912;REF;2000;12.33;5;7.5;21.26;7;
13330;48.1824;-1.5912;REF;2001;11.29;3;7.29;17.14;4;
13330;48.1824;-1.5912;REF;2002;11.62;2;7.25;14.79;3;
13330;48.1824;-1.5912;REF;2003;12.19;3;7.56;18.39;5;
13330;48.1824;-1.5912;REF;2004;12.45;2;6.84;16.34;2;
13330;48.1824;-1.5912;REF;2005;11.89;1;4.36;13.01;2;
13331;48.186;-1.4837;REF;1990;11.74;4;6.87;19.3;4;
13331;48.186;-1.4837;REF;1991;10.89;2;6.57;15.99;3;
13331;48.186;-1.4837;REF;1992;10.84;3;6.75;19.55;5;
13331;48.186;-1.4837;REF;1993;11.22;1;5.85;14.16;1;
13331;48.186;-1.4837;REF;1994;10.64;3;6.09;15.53;3;
13331;48.186;-1.4837;REF;1995;11.34;6;6.8;23.29;6;
13331;48.186;-1.4837;REF;1996;11.53;3;6.33;17.48;3;
13331;48.186;-1.4837;REF;1997;11.13;3;6.57;16.96;3;
13331;48.186;-1.4837;REF;1998;11.22;2;7.28;17.3;4;
13331;48.186;-1.4837;REF;1999;11.99;4;4.27;18.53;4;
13331;48.186;-1.4837;REF;2000;11.99;5;7.59;20.89;5;
13331;48.186;-1.4837;REF;2001;10.98;3;7.12;18.95;4;
13331;48.186;-1.4837;REF;2002;11.29;2;7.12;15.2;2;
13331;48.186;-1.4837;REF;2003;11.86;4;7.55;19.88;6;
13331;48.186;-1.4837;REF;2004;12.1;3;7.06;17.78;3;
13331;48.186;-1.4837;REF;2005;11.58;1;4.61;13.54;1;
13332;48.1894;-1.3763;REF;1990;11.75;5;7.92;20.44;5;
13332;48.1894;-1.3763;REF;1991;10.85;2;6.8;17.21;2;
13332;48.1894;-1.3763;REF;1992;10.87;3;7.73;19.3;3;
13332;48.1894;-1.3763;REF;1993;11.21;2;6.49;15.15;2;
13332;48.1894;-1.3763;REF;1994;10.62;3;7.53;18.65;3;
13332;48.1894;-1.3763;REF;1995;11.37;8;7.34;25.01;8;
13332;48.1894;-1.3763;REF;1996;11.58;5;6.56;22.09;5;
13332;48.1894;-1.3763;REF;1997;11.14;5;7.1;25.8;5;
13332;48.1894;-1.3763;REF;1998;11.16;3;8.29;16.92;2;
13332;48.1894;-1.3763;REF;1999;12.04;3;4.64;17.93;3;
13332;48.1894;-1.3763;REF;2000;12.05;4;8.25;19.93;4;
13332;48.1894;-1.3763;REF;2001;11.01;4;7.9;18.58;4;
13332;48.1894;-1.3763;REF;2002;11.33;3;8.33;15.55;3;
13332;48.1894;-1.3763;REF;2003;11.84;5;8.11;20.78;5;
13332;48.1894;-1.3763;REF;2004;12.15;5;7.68;20.38;5;
13332;48.1894;-1.3763;REF;2005;11.55;1;5.76;13.86;1;
13333;48.1928;-1.2688;REF;1990;11.63;5;7.99;20.59;5;
13333;48.1928;-1.2688;REF;1991;10.74;2;7;17.34;2;
13333;48.1928;-1.2688;REF;1992;10.75;3;7.79;19.44;3;
13333;48.1928;-1.2688;REF;1993;11.1;2;6.53;15.26;2;
13333;48.1928;-1.2688;REF;1994;10.5;3;7.59;18.79;3;
13333;48.1928;-1.2688;REF;1995;11.25;8;7.39;25.19;7;
13333;48.1928;-1.2688;REF;1996;11.46;6;6.86;22.25;5;
13333;48.1928;-1.2688;REF;1997;11.02;5;7.16;25.97;5;
13333;48.1928;-1.2688;REF;1998;11.04;3;8.35;17.04;2;
13333;48.1928;-1.2688;REF;1999;11.92;3;4.67;18.06;3;
13333;48.1928;-1.2688;REF;2000;11.93;4;8.3;20.08;4;
13333;48.1928;-1.2688;REF;2001;10.9;4;7.96;18.72;4;
13333;48.1928;-1.2688;REF;2002;11.22;3;8.4;15.67;3;
13333;48.1928;-1.2688;REF;2003;11.72;5;8.17;20.94;5;
13333;48.1928;-1.2688;REF;2004;12.03;5;7.74;20.54;5;
13333;48.1928;-1.2688;REF;2005;11.44;1;5.8;13.96;1;
13334;48.196;-1.1613;REF;1990;11.51;2;7.93;17.51;2;
13334;48.196;-1.1613;REF;1991;10.62;3;7.05;18.68;3;
13334;48.196;-1.1613;REF;1992;10.65;4;7.69;19.57;3;
13334;48.196;-1.1613;REF;1993;11;2;7.29;16.88;2;
13334;48.196;-1.1613;REF;1994;10.42;4;7.87;19.69;4;
13334;48.196;-1.1613;REF;1995;11.16;7;7.53;24.27;6;
13334;48.196;-1.1613;REF;1996;11.36;6;7.15;22.86;6;
13334;48.196;-1.1613;REF;1997;10.97;6;7.32;26.87;5;
13334;48.196;-1.1613;REF;1998;10.95;4;8.6;18.56;4;
13334;48.196;-1.1613;REF;1999;11.86;3;5.12;18.57;3;
13334;48.196;-1.1613;REF;2000;11.88;5;7.65;21.63;5;
13334;48.196;-1.1613;REF;2001;10.83;2;7.76;18.32;2;
13334;48.196;-1.1613;REF;2002;11.13;3;8.38;16.6;3;
13334;48.196;-1.1613;REF;2003;11.62;5;8.36;21.29;5;
13334;48.196;-1.1613;REF;2004;11.96;4;8.03;19.89;4;
13334;48.196;-1.1613;REF;2005;11.34;0;5.99;14.16;0;
13449;48.1396;-4.1732;REF;1990;11.97;11;10.77;25.77;6;
13449;48.1396;-4.1732;REF;1991;10.94;2;9.11;16.2;1;
13449;48.1396;-4.1732;REF;1992;10.91;9;11.21;22.68;3;
13449;48.1396;-4.1732;REF;1993;11.29;5;9.31;23.84;3;
13449;48.1396;-4.1732;REF;1994;10.67;5;9.95;22.27;2;
13449;48.1396;-4.1732;REF;1995;11.18;5;9.19;22.71;4;
13449;48.1396;-4.1732;REF;1996;11.58;10;8.89;24.83;6;
13449;48.1396;-4.1732;REF;1997;11.18;5;8.7;20.68;2;
13449;48.1396;-4.1732;REF;1998;11.47;7;8.52;22;2;
13449;48.1396;-4.1732;REF;1999;12.02;5;7.34;21.49;3;
13449;48.1396;-4.1732;REF;2000;12.16;13;8.93;24.2;6;
13449;48.1396;-4.1732;REF;2001;10.91;8;9.45;24.08;4;
13449;48.1396;-4.1732;REF;2002;11.34;4;9.43;19.86;1;
13449;48.1396;-4.1732;REF;2003;11.94;8;10.05;24.37;4;
13449;48.1396;-4.1732;REF;2004;12.07;10;9.69;27.72;7;
13449;48.1396;-4.1732;REF;2005;11.56;8;6.55;24.11;4;
13450;48.1455;-4.0661;REF;1990;11.78;16;12.87;33;8;
13450;48.1455;-4.0661;REF;1991;10.77;4;9.72;20.48;1;
13450;48.1455;-4.0661;REF;1992;10.73;16;12.06;24.78;3;
13450;48.1455;-4.0661;REF;1993;11.06;9;11.14;26.97;3;
13450;48.1455;-4.0661;REF;1994;10.48;10;11.35;22.08;2;
13450;48.1455;-4.0661;REF;1995;11.02;8;10.42;27.79;4;
13450;48.1455;-4.0661;REF;1996;11.4;10;10.2;30.11;5;
13450;48.1455;-4.0661;REF;1997;11;6;10.35;23.13;2;
13450;48.1455;-4.0661;REF;1998;11.29;13;9.8;27.57;3;
13450;48.1455;-4.0661;REF;1999;11.83;8;7.73;26.72;3;
13450;48.1455;-4.0661;REF;2000;12.05;16;9.89;28.9;7;
13450;48.1455;-4.0661;REF;2001;10.74;11;10.1;30.07;5;
13450;48.1455;-4.0661;REF;2002;11.14;6;11.35;22.94;0;
13450;48.1455;-4.0661;REF;2003;11.79;13;11.61;27.6;4;
13450;48.1455;-4.0661;REF;2004;11.91;14;11.62;34.75;7;
13450;48.1455;-4.0661;REF;2005;11.37;10;6.95;27.79;4;
13451;48.1513;-3.9589;REF;1990;11.55;10;11.18;25.35;7;
13451;48.1513;-3.9589;REF;1991;10.6;2;8.81;19.3;1;
13451;48.1513;-3.9589;REF;1992;10.56;11;10.92;23.23;4;
13451;48.1513;-3.9589;REF;1993;10.89;6;9.84;23.9;3;
13451;48.1513;-3.9589;REF;1994;10.35;6;9.99;20.81;1;
13451;48.1513;-3.9589;REF;1995;10.83;6;9.48;23.83;4;
13451;48.1513;-3.9589;REF;1996;11.19;8;8.78;25.69;6;
13451;48.1513;-3.9589;REF;1997;10.84;4;9.36;18.16;1;
13451;48.1513;-3.9589;REF;1998;11.09;8;8.87;22.07;3;
13451;48.1513;-3.9589;REF;1999;11.62;7;7.23;23.42;4;
13451;48.1513;-3.9589;REF;2000;11.77;12;8.38;24.57;4;
13451;48.1513;-3.9589;REF;2001;10.58;10;9.35;24.16;4;
13451;48.1513;-3.9589;REF;2002;10.89;6;10.16;20.89;2;
13451;48.1513;-3.9589;REF;2003;11.57;10;10.36;24.55;4;
13451;48.1513;-3.9589;REF;2004;11.65;10;10.18;28.81;6;
13451;48.1513;-3.9589;REF;2005;11.18;7;6.83;25.78;5;
13452;48.157;-3.8518;REF;1990;11.63;10;11.13;25.15;7;
13452;48.157;-3.8518;REF;1991;10.67;2;8.77;19.29;1;
13452;48.157;-3.8518;REF;1992;10.64;11;10.87;23.01;4;
13452;48.157;-3.8518;REF;1993;10.96;6;9.8;23.79;3;
13452;48.157;-3.8518;REF;1994;10.43;6;9.94;20.71;1;
13452;48.157;-3.8518;REF;1995;10.9;6;9.38;23.72;4;
13452;48.157;-3.8518;REF;1996;11.26;8;8.74;25.57;6;
13452;48.157;-3.8518;REF;1997;10.91;3;9.32;18.08;1;
13452;48.157;-3.8518;REF;1998;11.16;8;8.83;21.99;3;
13452;48.157;-3.8518;REF;1999;11.7;7;7.2;23.31;4;
13452;48.157;-3.8518;REF;2000;11.85;12;8.34;24.46;4;
13452;48.157;-3.8518;REF;2001;10.64;10;9.31;24.05;4;
13452;48.157;-3.8518;REF;2002;10.96;6;10.11;20.8;1;
13452;48.157;-3.8518;REF;2003;11.64;10;10.31;24.44;4;
13452;48.157;-3.8518;REF;2004;11.72;9;10.13;28.7;6;
13452;48.157;-3.8518;REF;2005;11.26;7;6.8;25.66;5;
13453;48.1626;-3.7446;REF;1990;11.48;10;10.96;25.92;5;
13453;48.1626;-3.7446;REF;1991;10.58;4;8.71;18.71;3;
13453;48.1626;-3.7446;REF;1992;10.52;11;10.48;25.81;5;
13453;48.1626;-3.7446;REF;1993;10.87;7;9.8;24.2;4;
13453;48.1626;-3.7446;REF;1994;10.35;5;9.81;20.86;1;
13453;48.1626;-3.7446;REF;1995;10.83;5;9.29;23.71;4;
13453;48.1626;-3.7446;REF;1996;11.17;7;9;26.35;6;
13453;48.1626;-3.7446;REF;1997;10.83;3;9.35;18.1;1;
13453;48.1626;-3.7446;REF;1998;11.04;5;8.61;21.24;3;
13453;48.1626;-3.7446;REF;1999;11.61;9;7.31;23.69;4;
13453;48.1626;-3.7446;REF;2000;11.75;10;8.33;24.61;4;
13453;48.1626;-3.7446;REF;2001;10.59;10;9.34;24.36;4;
13453;48.1626;-3.7446;REF;2002;10.87;9;10.66;20.7;2;
13453;48.1626;-3.7446;REF;2003;11.53;7;10.17;22.84;2;
13453;48.1626;-3.7446;REF;2004;11.63;10;9.61;28.9;7;
13453;48.1626;-3.7446;REF;2005;11.21;6;7.32;24.79;4;
13454;48.1682;-3.6374;REF;1990;11.17;10;12.39;27;5;
13454;48.1682;-3.6374;REF;1991;10.32;5;8.6;22.53;3;
13454;48.1682;-3.6374;REF;1992;10.27;14;10.37;25.28;4;
13454;48.1682;-3.6374;REF;1993;10.61;8;10.23;23.81;3;
13454;48.1682;-3.6374;REF;1994;10.1;5;9.36;20.71;0;
13454;48.1682;-3.6374;REF;1995;10.55;6;9.15;23.22;4;
13454;48.1682;-3.6374;REF;1996;10.9;7;8.75;26.32;6;
13454;48.1682;-3.6374;REF;1997;10.57;5;8.85;20.53;1;
13454;48.1682;-3.6374;REF;1998;10.78;5;9.09;22.37;4;
13454;48.1682;-3.6374;REF;1999;11.31;9;7.13;23.34;3;
13454;48.1682;-3.6374;REF;2000;11.48;11;9.09;24.01;3;
13454;48.1682;-3.6374;REF;2001;10.37;10;9.72;24.66;3;
13454;48.1682;-3.6374;REF;2002;10.61;6;10.83;21.5;2;
13454;48.1682;-3.6374;REF;2003;11.26;7;10.8;23.16;3;
13454;48.1682;-3.6374;REF;2004;11.38;11;9.88;30.75;8;
13454;48.1682;-3.6374;REF;2005;10.95;6;7.53;25.51;5;
13455;48.1736;-3.5301;REF;1990;11.16;16;13.88;31.93;7;
13455;48.1736;-3.5301;REF;1991;10.26;7;8.58;27.08;4;
13455;48.1736;-3.5301;REF;1992;10.2;14;10.42;28.08;4;
13455;48.1736;-3.5301;REF;1993;10.56;9;10.48;26.65;3;
13455;48.1736;-3.5301;REF;1994;10.02;8;9.45;22.1;1;
13455;48.1736;-3.5301;REF;1995;10.5;8;9.49;25.77;4;
13455;48.1736;-3.5301;REF;1996;10.9;7;8.73;28.17;5;
13455;48.1736;-3.5301;REF;1997;10.49;6;8.64;21.35;1;
13455;48.1736;-3.5301;REF;1998;10.74;10;9.2;25.23;4;
13455;48.1736;-3.5301;REF;1999;11.33;10;7.06;24.77;2;
13455;48.1736;-3.5301;REF;2000;11.52;12;9.47;26.5;3;
13455;48.1736;-3.5301;REF;2001;10.29;13;9.91;29.03;7;
13455;48.1736;-3.5301;REF;2002;10.58;10;11.72;22.67;3;
13455;48.1736;-3.5301;REF;2003;11.27;10;10.98;26.36;2;
13455;48.1736;-3.5301;REF;2004;11.38;12;10.42;38.91;8;
13455;48.1736;-3.5301;REF;2005;10.94;6;7.9;24.93;3;
13456;48.1789;-3.4229;REF;1990;11.12;10;10.23;26.29;5;
13456;48.1789;-3.4229;REF;1991;10.28;5;9.14;22.18;4;
13456;48.1789;-3.4229;REF;1992;10.21;10;9.73;24.98;5;
13456;48.1789;-3.4229;REF;1993;10.6;6;8.44;22.52;3;
13456;48.1789;-3.4229;REF;1994;10.11;2;8.85;18.15;0;
13456;48.1789;-3.4229;REF;1995;10.53;4;8.22;20.69;4;
13456;48.1789;-3.4229;REF;1996;10.89;5;8.37;22.38;4;
13456;48.1789;-3.4229;REF;1997;10.52;4;8.3;20.34;2;
13456;48.1789;-3.4229;REF;1998;10.71;3;8.78;18.36;3;
13456;48.1789;-3.4229;REF;1999;11.37;5;6.49;21.67;4;
13456;48.1789;-3.4229;REF;2000;11.49;9;8.64;24.79;6;
13456;48.1789;-3.4229;REF;2001;10.35;9;9.43;22.88;4;
13456;48.1789;-3.4229;REF;2002;10.58;3;9.22;19.77;3;
13456;48.1789;-3.4229;REF;2003;11.3;7;10;22.82;4;
13456;48.1789;-3.4229;REF;2004;11.34;8;9.66;29.84;7;
13456;48.1789;-3.4229;REF;2005;10.99;5;7.07;20.37;2;
13457;48.1841;-3.3156;REF;1990;11.15;10;10.2;26.23;5;
13457;48.1841;-3.3156;REF;1991;10.31;5;9.12;22.13;4;
13457;48.1841;-3.3156;REF;1992;10.24;10;9.71;24.94;5;
13457;48.1841;-3.3156;REF;1993;10.63;6;8.43;22.47;3;
13457;48.1841;-3.3156;REF;1994;10.14;2;8.83;18.11;0;
13457;48.1841;-3.3156;REF;1995;10.57;4;8.2;20.64;4;
13457;48.1841;-3.3156;REF;1996;10.92;5;8.35;22.34;4;
13457;48.1841;-3.3156;REF;1997;10.55;4;8.28;20.3;2;
13457;48.1841;-3.3156;REF;1998;10.74;3;8.76;18.32;3;
13457;48.1841;-3.3156;REF;1999;11.4;5;6.48;21.63;4;
13457;48.1841;-3.3156;REF;2000;11.52;9;8.63;24.73;6;
13457;48.1841;-3.3156;REF;2001;10.39;9;9.41;22.85;4;
13457;48.1841;-3.3156;REF;2002;10.61;3;9.2;19.73;3;
13457;48.1841;-3.3156;REF;2003;11.33;7;9.98;22.77;4;
13457;48.1841;-3.3156;REF;2004;11.37;8;9.65;29.78;7;
13457;48.1841;-3.3156;REF;2005;11.03;4;7.06;20.32;2;
13458;48.1892;-3.2083;REF;1990;11.24;8;10.09;25.02;5;
13458;48.1892;-3.2083;REF;1991;10.37;7;8.65;21.16;2;
13458;48.1892;-3.2083;REF;1992;10.28;8;9.97;24.77;7;
13458;48.1892;-3.2083;REF;1993;10.69;5;9.34;21.37;3;
13458;48.1892;-3.2083;REF;1994;10.2;2;9.12;18.32;0;
13458;48.1892;-3.2083;REF;1995;10.64;4;8.6;21.12;4;
13458;48.1892;-3.2083;REF;1996;10.98;6;8.54;26.4;5;
13458;48.1892;-3.2083;REF;1997;10.61;5;7.98;20.89;3;
13458;48.1892;-3.2083;REF;1998;10.78;3;8.32;18.81;3;
13458;48.1892;-3.2083;REF;1999;11.47;8;6.71;20.94;2;
13458;48.1892;-3.2083;REF;2000;11.6;10;8.55;24.81;6;
13458;48.1892;-3.2083;REF;2001;10.44;10;10.61;22.32;3;
13458;48.1892;-3.2083;REF;2002;10.65;6;8.98;21.87;4;
13458;48.1892;-3.2083;REF;2003;11.37;7;9.78;22.59;4;
13458;48.1892;-3.2083;REF;2004;11.41;8;8.98;29.8;7;
13458;48.1892;-3.2083;REF;2005;11.09;4;6.95;19.94;2;
13459;48.1942;-3.101;REF;1990;11.13;13;11.61;30.12;6;
13459;48.1942;-3.101;REF;1991;10.25;10;8.87;27.49;3;
13459;48.1942;-3.101;REF;1992;10.13;13;12.09;28.75;5;
13459;48.1942;-3.101;REF;1993;10.55;10;11.32;26.31;3;
13459;48.1942;-3.101;REF;1994;10.02;9;10.58;22.26;0;
13459;48.1942;-3.101;REF;1995;10.51;10;10.74;26.81;4;
13459;48.1942;-3.101;REF;1996;10.85;7;8.61;30.69;5;
13459;48.1942;-3.101;REF;1997;10.49;8;8.57;25.5;4;
13459;48.1942;-3.101;REF;1998;10.67;7;9.43;23.93;3;
13459;48.1942;-3.101;REF;1999;11.29;7;7.32;24.77;3;
13459;48.1942;-3.101;REF;2000;11.49;12;10.4;30.45;6;
13459;48.1942;-3.101;REF;2001;10.28;15;11.71;29.13;6;
13459;48.1942;-3.101;REF;2002;10.54;10;10.26;23.37;3;
13459;48.1942;-3.101;REF;2003;11.23;12;11.2;24.87;2;
13459;48.1942;-3.101;REF;2004;11.39;11;10;31.41;5;
13459;48.1942;-3.101;REF;2005;10.92;7;7.11;24.46;2;
13460;48.1992;-2.9936;REF;1990;11.54;7;9.84;23.31;5;
13460;48.1992;-2.9936;REF;1991;10.67;6;7.68;20.2;1;
13460;48.1992;-2.9936;REF;1992;10.57;8;10.03;24.06;7;
13460;48.1992;-2.9936;REF;1993;10.99;5;9.11;20.91;2;
13460;48.1992;-2.9936;REF;1994;10.5;1;9.21;16.96;0;
13460;48.1992;-2.9936;REF;1995;10.94;5;9.14;21.07;3;
13460;48.1992;-2.9936;REF;1996;11.27;7;8.36;26.79;5;
13460;48.1992;-2.9936;REF;1997;10.92;4;7.71;20.42;3;
13460;48.1992;-2.9936;REF;1998;11.07;4;8.57;19.77;3;
13460;48.1992;-2.9936;REF;1999;11.74;4;6.39;20.72;3;
13460;48.1992;-2.9936;REF;2000;11.91;10;8.38;25.69;8;
13460;48.1992;-2.9936;REF;2001;10.72;8;10.3;22.62;4;
13460;48.1992;-2.9936;REF;2002;10.96;4;8.81;20.74;3;
13460;48.1992;-2.9936;REF;2003;11.67;6;9.33;22.41;4;
13460;48.1992;-2.9936;REF;2004;11.75;7;9.17;27.17;6;
13460;48.1992;-2.9936;REF;2005;11.37;4;6.57;19.13;2;
13461;48.204;-2.8863;REF;1990;11.56;6;9.09;22.05;4;
13461;48.204;-2.8863;REF;1991;10.65;5;6.64;20.85;3;
13461;48.204;-2.8863;REF;1992;10.52;5;8.29;20.91;3;
13461;48.204;-2.8863;REF;1993;10.94;3;7.57;18.29;2;
13461;48.204;-2.8863;REF;1994;10.45;3;7.69;14.4;2;
13461;48.204;-2.8863;REF;1995;10.96;8;7.17;21.95;4;
13461;48.204;-2.8863;REF;1996;11.24;9;6.88;25.15;7;
13461;48.204;-2.8863;REF;1997;10.85;5;6.75;22.49;5;
13461;48.204;-2.8863;REF;1998;11.01;4;7.5;19.57;3;
13461;48.204;-2.8863;REF;1999;11.73;2;4.78;14.82;2;
13461;48.204;-2.8863;REF;2000;11.83;11;7.53;30.81;11;
13461;48.204;-2.8863;REF;2001;10.65;6;9.12;21.97;4;
13461;48.204;-2.8863;REF;2002;10.97;4;7.78;19.79;2;
13461;48.204;-2.8863;REF;2003;11.65;5;7.77;24.21;4;
13461;48.204;-2.8863;REF;2004;11.69;6;8.1;23.25;5;
13461;48.204;-2.8863;REF;2005;11.35;2;5.95;15.56;1;
13462;48.2087;-2.7789;REF;1990;11.38;7;8.29;22.11;4;
13462;48.2087;-2.7789;REF;1991;10.51;6;6.95;22.66;5;
13462;48.2087;-2.7789;REF;1992;10.39;4;8;20.59;4;
13462;48.2087;-2.7789;REF;1993;10.8;3;7.85;19.12;2;
13462;48.2087;-2.7789;REF;1994;10.32;3;7.39;16.94;2;
13462;48.2087;-2.7789;REF;1995;10.79;7;7.88;20.84;3;
13462;48.2087;-2.7789;REF;1996;11.06;8;6.95;26.53;6;
13462;48.2087;-2.7789;REF;1997;10.72;3;6.84;17.22;3;
13462;48.2087;-2.7789;REF;1998;10.86;4;7.54;19.87;3;
13462;48.2087;-2.7789;REF;1999;11.54;2;4.73;15.12;2;
13462;48.2087;-2.7789;REF;2000;11.68;12;8.82;30.42;10;
13462;48.2087;-2.7789;REF;2001;10.52;6;9.11;23.68;4;
13462;48.2087;-2.7789;REF;2002;10.83;6;8.37;21.77;3;
13462;48.2087;-2.7789;REF;2003;11.51;7;8.05;21.39;4;
13462;48.2087;-2.7789;REF;2004;11.59;6;8.38;21.19;4;
13462;48.2087;-2.7789;REF;2005;11.21;1;5.8;16.35;1;
13463;48.2134;-2.6715;REF;1990;11.31;7;8.33;22.21;4;
13463;48.2134;-2.6715;REF;1991;10.44;6;6.98;22.76;5;
13463;48.2134;-2.6715;REF;1992;10.32;4;8.08;20.67;4;
13463;48.2134;-2.6715;REF;1993;10.74;3;7.88;19.21;2;
13463;48.2134;-2.6715;REF;1994;10.25;3;7.43;17.01;2;
13463;48.2134;-2.6715;REF;1995;10.72;8;7.91;20.94;3;
13463;48.2134;-2.6715;REF;1996;10.99;8;6.99;26.97;6;
13463;48.2134;-2.6715;REF;1997;10.65;3;6.87;17.3;3;
13463;48.2134;-2.6715;REF;1998;10.79;4;7.57;20.15;3;
13463;48.2134;-2.6715;REF;1999;11.47;2;4.75;15.19;2;
13463;48.2134;-2.6715;REF;2000;11.61;13;8.86;30.56;10;
13463;48.2134;-2.6715;REF;2001;10.45;6;9.15;23.79;4;
13463;48.2134;-2.6715;REF;2002;10.76;6;8.46;21.87;3;
13463;48.2134;-2.6715;REF;2003;11.44;7;7.92;21.49;4;
13463;48.2134;-2.6715;REF;2004;11.52;6;8.41;21.29;4;
13463;48.2134;-2.6715;REF;2005;11.14;1;5.82;16.42;1;
13464;48.2179;-2.5641;REF;1990;11.22;7;8.5;22.25;5;
13464;48.2179;-2.5641;REF;1991;10.43;6;7.35;22.06;4;
13464;48.2179;-2.5641;REF;1992;10.31;4;7.66;19.46;4;
