#-----------------------------------------------------------------------------
# Date d'extraction : 24/04/2025 - 12h35 loc.
#-----------------------------------------------------------------------------
# Producteur : MF-DCSC
# Experience : EUROCORDEX2020
# Modele     : ALADIN63_CNRM-CM5
# Scenario :
#     REF : référence
#-----------------------------------------------------------------------------
# Période extraite : de 1990 à 2005
#-----------------------------------------------------------------------------
# Type d'indice : annuel
#-----------------------------------------------------------------------------
# Indices : 
#     TAV : Température moyenne journalière (°C)
#     PN20MM : Nombre de jours de fortes précipitations (jour(s))
#     PQ90 : précipitations intenses (Q90) (mm)
#     PQ99 : précipitations extrêmes (Q99) (mm)
#     RR99 : nombre de jours de précipitations intenses (nombre de jours où on dépasse le Q99) (jour(s))
#-----------------------------------------------------------------------------
# Format des enregistrements 
# Point;Latitude;Longitude;Contexte;Annee;TAV;PN20MM;PQ90;PQ99;RR99;
#-----------------------------------------------------------------------------
Point;Latitude;Longitude;Contexte;Annee;TAV;PN20MM;PQ90;PQ99;RR99;
13019;47.9186;-4.2533;REF;1996;12.06;11;8.32;29.84;6;
13019;47.9186;-4.2533;REF;1997;11.61;5;8.72;23.21;2;
13019;47.9186;-4.2533;REF;1998;11.95;12;8.79;23.14;0;
13019;47.9186;-4.2533;REF;1999;12.45;7;8.04;24.01;4;
13019;47.9186;-4.2533;REF;2000;12.69;13;9.28;28.02;8;
13019;47.9186;-4.2533;REF;2001;11.33;11;9.66;27.73;6;
13019;47.9186;-4.2533;REF;2002;11.83;4;11.21;19.73;0;
13019;47.9186;-4.2533;REF;2003;12.4;12;10.55;27.52;5;
13019;47.9186;-4.2533;REF;2004;12.57;11;9.99;28.25;6;
13019;47.9186;-4.2533;REF;2005;12.03;9;6.83;24.97;4;
13020;47.9245;-4.1466;REF;1990;12.55;11;9.99;25.26;7;
13020;47.9245;-4.1466;REF;1991;11.58;2;8.18;16.92;0;
13020;47.9245;-4.1466;REF;1992;11.59;6;9.69;23.04;4;
13020;47.9245;-4.1466;REF;1993;11.89;6;9.22;20.88;2;
13020;47.9245;-4.1466;REF;1994;11.29;3;9.15;18.68;1;
13020;47.9245;-4.1466;REF;1995;11.88;5;8.27;22.33;4;
13020;47.9245;-4.1466;REF;1996;12.24;10;7.17;26.84;8;
13020;47.9245;-4.1466;REF;1997;11.8;5;7.94;20.67;2;
13020;47.9245;-4.1466;REF;1998;12.11;8;7.94;21.66;0;
13020;47.9245;-4.1466;REF;1999;12.58;6;7.07;23.02;4;
13020;47.9245;-4.1466;REF;2000;12.83;12;8.58;27.01;10;
13020;47.9245;-4.1466;REF;2001;11.53;7;8.52;24.18;4;
13020;47.9245;-4.1466;REF;2002;12;3;10.06;18.07;1;
13020;47.9245;-4.1466;REF;2003;12.56;11;9.34;25.95;6;
13020;47.9245;-4.1466;REF;2004;12.72;10;8.97;24.82;4;
13020;47.9245;-4.1466;REF;2005;12.19;9;5.71;23.65;4;
13021;47.9304;-4.0399;REF;1990;12.53;11;10.67;25.81;7;
13021;47.9304;-4.0399;REF;1991;11.54;2;8.12;17.67;1;
13021;47.9304;-4.0399;REF;1992;11.54;8;9.82;22.22;2;
13021;47.9304;-4.0399;REF;1993;11.84;5;9.08;21.93;2;
13021;47.9304;-4.0399;REF;1994;11.25;3;9.57;18.82;1;
13021;47.9304;-4.0399;REF;1995;11.86;6;8.51;24.04;4;
13021;47.9304;-4.0399;REF;1996;12.22;10;7.12;28.07;7;
13021;47.9304;-4.0399;REF;1997;11.78;4;7.83;19.94;2;
13021;47.9304;-4.0399;REF;1998;12.02;8;8.04;23.13;4;
13021;47.9304;-4.0399;REF;1999;12.57;7;6.86;22.98;4;
13021;47.9304;-4.0399;REF;2000;12.78;11;7.84;27.11;9;
13021;47.9304;-4.0399;REF;2001;11.52;8;8.77;25.37;6;
13021;47.9304;-4.0399;REF;2002;11.93;5;10.07;20.02;0;
13021;47.9304;-4.0399;REF;2003;12.53;10;9.7;26.62;6;
13021;47.9304;-4.0399;REF;2004;12.68;8;8.61;24.96;5;
13021;47.9304;-4.0399;REF;2005;12.18;8;5.71;23.5;3;
13022;47.9362;-3.9332;REF;1990;12.13;17;12.12;28.11;6;
13022;47.9362;-3.9332;REF;1991;11.13;5;9.27;20.79;1;
13022;47.9362;-3.9332;REF;1992;11.09;15;10.47;24.88;2;
13022;47.9362;-3.9332;REF;1993;11.43;7;11.26;24.02;3;
13022;47.9362;-3.9332;REF;1994;10.84;3;10.77;19.66;1;
13022;47.9362;-3.9332;REF;1995;11.43;14;9.23;26.27;4;
13022;47.9362;-3.9332;REF;1996;11.85;11;7.7;30.36;6;
13022;47.9362;-3.9332;REF;1997;11.39;5;8.95;21.83;2;
13022;47.9362;-3.9332;REF;1998;11.6;11;9.59;24.53;3;
13022;47.9362;-3.9332;REF;1999;12.17;7;7.53;25.15;3;
13022;47.9362;-3.9332;REF;2000;12.39;13;8.55;28.43;6;
13022;47.9362;-3.9332;REF;2001;11.08;11;10.1;27.67;5;
13022;47.9362;-3.9332;REF;2002;11.55;8;11.71;23.48;3;
13022;47.9362;-3.9332;REF;2003;12.12;13;10.97;27.08;6;
13022;47.9362;-3.9332;REF;2004;12.3;11;10.19;27.7;5;
13022;47.9362;-3.9332;REF;2005;11.74;10;6.56;27.19;4;
13023;47.9419;-3.8265;REF;1990;11.94;17;12.27;28.47;6;
13023;47.9419;-3.8265;REF;1991;10.94;5;9.37;21.05;1;
13023;47.9419;-3.8265;REF;1992;10.89;15;10.65;25.17;2;
13023;47.9419;-3.8265;REF;1993;11.23;7;11.5;24.31;3;
13023;47.9419;-3.8265;REF;1994;10.65;4;10.9;19.9;1;
13023;47.9419;-3.8265;REF;1995;11.24;14;9.34;26.64;4;
13023;47.9419;-3.8265;REF;1996;11.65;11;7.8;30.71;6;
13023;47.9419;-3.8265;REF;1997;11.21;5;9.06;22.1;2;
13023;47.9419;-3.8265;REF;1998;11.41;14;9.69;24.84;3;
13023;47.9419;-3.8265;REF;1999;11.97;8;7.65;25.39;3;
13023;47.9419;-3.8265;REF;2000;12.2;13;8.65;28.79;5;
13023;47.9419;-3.8265;REF;2001;10.9;11;10.21;28.03;5;
13023;47.9419;-3.8265;REF;2002;11.34;8;11.85;23.78;3;
13023;47.9419;-3.8265;REF;2003;11.92;16;11.14;27.57;6;
13023;47.9419;-3.8265;REF;2004;12.1;12;10.32;28;5;
13023;47.9419;-3.8265;REF;2005;11.55;10;6.64;27.85;5;
13024;47.9475;-3.7197;REF;1990;11.97;16;12.51;27.2;4;
13024;47.9475;-3.7197;REF;1991;10.98;7;8.65;22.66;1;
13024;47.9475;-3.7197;REF;1992;10.94;14;10.71;26.05;3;
13024;47.9475;-3.7197;REF;1993;11.25;7;11.58;24.25;4;
13024;47.9475;-3.7197;REF;1994;10.7;5;10.44;20.46;1;
13024;47.9475;-3.7197;REF;1995;11.3;15;9.45;27.38;4;
13024;47.9475;-3.7197;REF;1996;11.67;10;7.74;28.77;6;
13024;47.9475;-3.7197;REF;1997;11.21;5;8.31;22.06;2;
13024;47.9475;-3.7197;REF;1998;11.43;11;9.55;27.58;5;
13024;47.9475;-3.7197;REF;1999;12.04;8;6.95;24.19;3;
13024;47.9475;-3.7197;REF;2000;12.24;12;9.62;30.13;5;
13024;47.9475;-3.7197;REF;2001;10.96;12;9.38;28.37;5;
13024;47.9475;-3.7197;REF;2002;11.35;7;11.91;23.37;3;
13024;47.9475;-3.7197;REF;2003;11.96;13;11.1;26.47;3;
13024;47.9475;-3.7197;REF;2004;12.1;9;11.2;26.58;4;
13024;47.9475;-3.7197;REF;2005;11.6;11;6.71;27.89;6;
13025;47.953;-3.613;REF;1990;12.03;16;12.48;27.11;4;
13025;47.953;-3.613;REF;1991;11.03;7;8.62;22.58;1;
13025;47.953;-3.613;REF;1992;10.99;14;10.68;25.89;3;
13025;47.953;-3.613;REF;1993;11.3;7;11.54;24.17;4;
13025;47.953;-3.613;REF;1994;10.75;5;10.41;20.39;1;
13025;47.953;-3.613;REF;1995;11.35;14;9.44;27.29;4;
13025;47.953;-3.613;REF;1996;11.72;10;8.12;28.68;6;
13025;47.953;-3.613;REF;1997;11.26;5;8.29;21.99;2;
13025;47.953;-3.613;REF;1998;11.48;11;9.55;27.5;5;
13025;47.953;-3.613;REF;1999;12.09;8;6.88;24.11;3;
13025;47.953;-3.613;REF;2000;12.3;12;9.58;30.04;5;
13025;47.953;-3.613;REF;2001;11.01;12;9.35;28.27;5;
13025;47.953;-3.613;REF;2002;11.4;7;11.82;23.29;3;
13025;47.953;-3.613;REF;2003;12.02;13;11.06;26.33;3;
13025;47.953;-3.613;REF;2004;12.15;9;11.17;26.5;4;
13025;47.953;-3.613;REF;2005;11.65;11;6.68;27.8;6;
13026;47.9584;-3.5062;REF;1990;11.98;14;12.62;25.98;3;
13026;47.9584;-3.5062;REF;1991;10.99;8;8.63;22.64;1;
13026;47.9584;-3.5062;REF;1992;10.96;11;10.63;28.07;5;
13026;47.9584;-3.5062;REF;1993;11.25;6;10.93;23.76;3;
13026;47.9584;-3.5062;REF;1994;10.73;5;10.21;20.55;1;
13026;47.9584;-3.5062;REF;1995;11.33;14;9.7;28.01;6;
13026;47.9584;-3.5062;REF;1996;11.68;10;8.02;31.37;5;
13026;47.9584;-3.5062;REF;1997;11.22;4;8.9;21.43;3;
13026;47.9584;-3.5062;REF;1998;11.45;10;9.34;25.16;2;
13026;47.9584;-3.5062;REF;1999;12.07;7;6.54;24.04;4;
13026;47.9584;-3.5062;REF;2000;12.25;10;9.79;29.09;5;
13026;47.9584;-3.5062;REF;2001;10.99;13;9.66;28.21;8;
13026;47.9584;-3.5062;REF;2002;11.37;7;11.82;24.13;2;
13026;47.9584;-3.5062;REF;2003;11.99;11;11.25;26.68;3;
13026;47.9584;-3.5062;REF;2004;12.11;10;10.69;27.3;4;
13026;47.9584;-3.5062;REF;2005;11.64;11;6.47;26.4;4;
13027;47.9636;-3.3993;REF;1990;11.9;13;11.89;28.92;5;
13027;47.9636;-3.3993;REF;1991;10.83;9;8.58;26.68;4;
13027;47.9636;-3.3993;REF;1992;10.78;10;10.31;27.35;4;
13027;47.9636;-3.3993;REF;1993;11.12;8;10.32;23.38;2;
13027;47.9636;-3.3993;REF;1994;10.56;5;11.09;20.79;1;
13027;47.9636;-3.3993;REF;1995;11.19;14;8.93;28.33;6;
13027;47.9636;-3.3993;REF;1996;11.59;9;8.26;25.22;3;
13027;47.9636;-3.3993;REF;1997;11.08;5;8.79;21.92;2;
13027;47.9636;-3.3993;REF;1998;11.28;6;8.88;24.62;2;
13027;47.9636;-3.3993;REF;1999;11.99;5;6.07;20.94;2;
13027;47.9636;-3.3993;REF;2000;12.14;10;9.88;27.61;5;
13027;47.9636;-3.3993;REF;2001;10.85;14;10.67;30.24;8;
13027;47.9636;-3.3993;REF;2002;11.23;6;11.06;22.17;3;
13027;47.9636;-3.3993;REF;2003;11.93;8;10.88;25.2;2;
13027;47.9636;-3.3993;REF;2004;12.01;11;10.53;29.38;6;
13027;47.9636;-3.3993;REF;2005;11.54;10;6.17;25.82;3;
13028;47.9688;-3.2925;REF;1990;11.7;14;12.03;29.27;5;
13028;47.9688;-3.2925;REF;1991;10.65;9;8.6;27;4;
13028;47.9688;-3.2925;REF;1992;10.6;11;10.44;27.67;4;
13028;47.9688;-3.2925;REF;1993;10.95;8;10.45;23.64;2;
13028;47.9688;-3.2925;REF;1994;10.38;5;11.25;21.05;1;
13028;47.9688;-3.2925;REF;1995;11.01;14;9.04;28.68;6;
13028;47.9688;-3.2925;REF;1996;11.4;9;8.37;25.5;3;
13028;47.9688;-3.2925;REF;1997;10.91;5;8.9;22.16;2;
13028;47.9688;-3.2925;REF;1998;11.11;6;8.99;24.84;2;
13028;47.9688;-3.2925;REF;1999;11.8;5;6.15;21.16;2;
13028;47.9688;-3.2925;REF;2000;11.95;10;10;27.91;5;
13028;47.9688;-3.2925;REF;2001;10.68;14;10.81;30.61;8;
13028;47.9688;-3.2925;REF;2002;11.07;8;11.26;22.44;3;
13028;47.9688;-3.2925;REF;2003;11.74;8;11.03;25.47;2;
13028;47.9688;-3.2925;REF;2004;11.83;11;10.66;29.66;6;
13028;47.9688;-3.2925;REF;2005;11.36;10;6.25;26.12;3;
13029;47.9739;-3.1856;REF;1990;11.68;12;12.06;26.43;3;
13029;47.9739;-3.1856;REF;1991;10.67;10;8.47;24.11;2;
13029;47.9739;-3.1856;REF;1992;10.59;9;10.26;26.44;2;
13029;47.9739;-3.1856;REF;1993;10.96;8;10.7;23.2;2;
13029;47.9739;-3.1856;REF;1994;10.42;4;11.42;19.98;1;
13029;47.9739;-3.1856;REF;1995;11.03;14;9.13;29.38;7;
13029;47.9739;-3.1856;REF;1996;11.4;9;8.38;27.07;4;
13029;47.9739;-3.1856;REF;1997;10.93;6;8.72;22.29;2;
13029;47.9739;-3.1856;REF;1998;11.1;5;8.55;23.33;3;
13029;47.9739;-3.1856;REF;1999;11.81;7;6.4;26.58;4;
13029;47.9739;-3.1856;REF;2000;11.94;14;8.95;32.45;5;
13029;47.9739;-3.1856;REF;2001;10.71;14;10.11;29.74;8;
13029;47.9739;-3.1856;REF;2002;11.03;7;10.76;22.77;3;
13029;47.9739;-3.1856;REF;2003;11.73;9;10.8;23.54;1;
13029;47.9739;-3.1856;REF;2004;11.82;12;10.79;30.43;6;
13029;47.9739;-3.1856;REF;2005;11.35;10;7.17;24.32;3;
13030;47.9789;-3.0787;REF;1990;12.01;6;8.97;23.04;3;
13030;47.9789;-3.0787;REF;1991;10.95;6;5.96;23.26;3;
13030;47.9789;-3.0787;REF;1992;10.89;6;8.65;21.16;3;
13030;47.9789;-3.0787;REF;1993;11.27;5;8.08;21.59;3;
13030;47.9789;-3.0787;REF;1994;10.74;3;7.78;17.95;1;
13030;47.9789;-3.0787;REF;1995;11.37;8;6.89;23.81;4;
13030;47.9789;-3.0787;REF;1996;11.67;8;6.22;26;5;
13030;47.9789;-3.0787;REF;1997;11.2;4;6.32;19.17;3;
13030;47.9789;-3.0787;REF;1998;11.37;3;7.44;18.94;3;
13030;47.9789;-3.0787;REF;1999;12.09;4;5.26;20.34;3;
13030;47.9789;-3.0787;REF;2000;12.21;10;7.19;30.89;8;
13030;47.9789;-3.0787;REF;2001;10.98;13;9.53;23.65;3;
13030;47.9789;-3.0787;REF;2002;11.31;4;7.96;20.05;3;
13030;47.9789;-3.0787;REF;2003;12.04;5;8.54;20.28;1;
13030;47.9789;-3.0787;REF;2004;12.09;8;8.49;24.22;4;
13030;47.9789;-3.0787;REF;2005;11.68;3;5.12;19.14;1;
13031;47.9839;-2.9718;REF;1990;11.89;7;9.03;23.22;3;
13031;47.9839;-2.9718;REF;1991;10.84;6;6;23.44;3;
13031;47.9839;-2.9718;REF;1992;10.78;6;8.83;21.31;3;
13031;47.9839;-2.9718;REF;1993;11.17;5;8.18;21.75;3;
13031;47.9839;-2.9718;REF;1994;10.63;3;7.84;18.09;1;
13031;47.9839;-2.9718;REF;1995;11.25;8;6.94;24.14;4;
13031;47.9839;-2.9718;REF;1996;11.56;8;6.27;26.17;5;
13031;47.9839;-2.9718;REF;1997;11.09;4;6.37;19.32;3;
13031;47.9839;-2.9718;REF;1998;11.26;4;7.5;19.07;3;
13031;47.9839;-2.9718;REF;1999;11.98;4;5.3;20.49;3;
13031;47.9839;-2.9718;REF;2000;12.1;10;7.24;31.11;8;
13031;47.9839;-2.9718;REF;2001;10.87;13;9.6;23.83;3;
13031;47.9839;-2.9718;REF;2002;11.2;4;8.02;20.19;3;
13031;47.9839;-2.9718;REF;2003;11.93;5;8.6;20.44;1;
13031;47.9839;-2.9718;REF;2004;11.98;8;8.56;24.38;4;
13031;47.9839;-2.9718;REF;2005;11.58;3;5.15;19.29;1;
13032;47.9887;-2.8649;REF;1990;11.96;8;8.3;24.77;5;
13032;47.9887;-2.8649;REF;1991;10.96;6;6.08;24.41;4;
13032;47.9887;-2.8649;REF;1992;10.87;4;7.87;19.73;3;
13032;47.9887;-2.8649;REF;1993;11.26;5;8.63;23;3;
13032;47.9887;-2.8649;REF;1994;10.75;2;8.18;17.74;2;
13032;47.9887;-2.8649;REF;1995;11.34;9;7.28;22.59;3;
13032;47.9887;-2.8649;REF;1996;11.65;8;6.15;25.02;5;
13032;47.9887;-2.8649;REF;1997;11.18;4;6.2;22.6;4;
13032;47.9887;-2.8649;REF;1998;11.36;5;7.86;20.32;2;
13032;47.9887;-2.8649;REF;1999;12.08;2;4.71;14.42;2;
13032;47.9887;-2.8649;REF;2000;12.18;10;7.15;31.35;8;
13032;47.9887;-2.8649;REF;2001;10.97;10;9.81;25.11;5;
13032;47.9887;-2.8649;REF;2002;11.33;5;8.34;21.67;4;
13032;47.9887;-2.8649;REF;2003;12.01;8;8.12;22.63;3;
13032;47.9887;-2.8649;REF;2004;12.08;9;8.51;23.59;3;
13032;47.9887;-2.8649;REF;2005;11.69;3;5.44;19.09;1;
13033;47.9934;-2.758;REF;1990;11.91;8;8.96;26.7;5;
13033;47.9934;-2.758;REF;1991;10.9;6;6.46;25.69;5;
13033;47.9934;-2.758;REF;1992;10.81;3;7.51;18.08;3;
13033;47.9934;-2.758;REF;1993;11.21;5;8.15;22.16;3;
13033;47.9934;-2.758;REF;1994;10.69;3;8.35;18.88;2;
13033;47.9934;-2.758;REF;1995;11.31;6;7.47;21.72;4;
13033;47.9934;-2.758;REF;1996;11.63;6;6.04;24.55;4;
13033;47.9934;-2.758;REF;1997;11.13;3;6.39;18.68;3;
13033;47.9934;-2.758;REF;1998;11.29;4;7.66;21.53;4;
13033;47.9934;-2.758;REF;1999;12.05;2;4.6;15.23;2;
13033;47.9934;-2.758;REF;2000;12.12;10;7.34;30.11;7;
13033;47.9934;-2.758;REF;2001;10.95;11;8.43;25.45;5;
13033;47.9934;-2.758;REF;2002;11.29;4;9.04;20.17;2;
13033;47.9934;-2.758;REF;2003;11.95;5;8.19;20.94;2;
13033;47.9934;-2.758;REF;2004;12.02;10;8.82;29.98;7;
13033;47.9934;-2.758;REF;2005;11.62;4;5.12;20.23;3;
13034;47.998;-2.651;REF;1990;12.03;8;8.08;26.2;5;
13034;47.998;-2.651;REF;1991;11.05;6;6.83;24.06;4;
13034;47.998;-2.651;REF;1992;10.93;5;6.86;21.46;3;
13034;47.998;-2.651;REF;1993;11.32;5;9.22;20.63;2;
13034;47.998;-2.651;REF;1994;10.8;3;8.46;18.98;2;
13034;47.998;-2.651;REF;1995;11.44;6;7.73;24.6;5;
13034;47.998;-2.651;REF;1996;11.73;7;5.77;26.2;4;
13034;47.998;-2.651;REF;1997;11.27;3;6.09;19.31;3;
13034;47.998;-2.651;REF;1998;11.41;4;7.42;19.16;2;
13034;47.998;-2.651;REF;1999;12.17;2;3.97;15.51;2;
13034;47.998;-2.651;REF;2000;12.25;12;6.97;29.78;8;
13034;47.998;-2.651;REF;2001;11.07;11;8.84;25.94;6;
13034;47.998;-2.651;REF;2002;11.44;6;8.86;20.47;1;
13034;47.998;-2.651;REF;2003;12.06;9;8.53;22.21;3;
13034;47.998;-2.651;REF;2004;12.15;9;8.61;28.72;6;
13034;47.998;-2.651;REF;2005;11.75;4;4.53;19.34;2;
13035;48.0025;-2.544;REF;1990;11.9;6;7.65;21.3;3;
13035;48.0025;-2.544;REF;1991;10.93;5;5.81;20.82;2;
13035;48.0025;-2.544;REF;1992;10.83;4;6.19;20.06;4;
13035;48.0025;-2.544;REF;1993;11.22;3;8.27;17.15;2;
13035;48.0025;-2.544;REF;1994;10.67;3;7.43;18.13;3;
13035;48.0025;-2.544;REF;1995;11.33;5;7.08;22.6;4;
13035;48.0025;-2.544;REF;1996;11.62;5;5.41;20.24;3;
13035;48.0025;-2.544;REF;1997;11.14;4;6.06;18.66;2;
13035;48.0025;-2.544;REF;1998;11.29;3;6.77;16.42;2;
13035;48.0025;-2.544;REF;1999;12.04;2;3.83;14.55;2;
13035;48.0025;-2.544;REF;2000;12.12;10;6.94;29.71;9;
13035;48.0025;-2.544;REF;2001;10.96;7;8.06;22.8;5;
13035;48.0025;-2.544;REF;2002;11.31;1;7.97;17.71;1;
13035;48.0025;-2.544;REF;2003;11.97;6;7.04;23.3;5;
13035;48.0025;-2.544;REF;2004;12.08;7;7.56;24.89;7;
13035;48.0025;-2.544;REF;2005;11.62;3;4.58;16.12;3;
13036;48.0069;-2.437;REF;1990;12.05;6;7.58;21.12;3;
13036;48.0069;-2.437;REF;1991;11.07;5;5.75;20.62;2;
13036;48.0069;-2.437;REF;1992;10.97;4;6.13;19.87;4;
13036;48.0069;-2.437;REF;1993;11.35;3;8.2;17;2;
13036;48.0069;-2.437;REF;1994;10.81;3;7.36;17.97;3;
13036;48.0069;-2.437;REF;1995;11.48;5;7.01;22.39;4;
13036;48.0069;-2.437;REF;1996;11.76;4;5.38;20.06;3;
13036;48.0069;-2.437;REF;1997;11.29;3;6;18.49;2;
13036;48.0069;-2.437;REF;1998;11.43;3;6.8;16.26;2;
13036;48.0069;-2.437;REF;1999;12.19;2;3.8;14.41;2;
13036;48.0069;-2.437;REF;2000;12.27;9;6.88;29.44;9;
13036;48.0069;-2.437;REF;2001;11.1;7;7.98;22.65;5;
13036;48.0069;-2.437;REF;2002;11.45;1;7.89;17.58;1;
13036;48.0069;-2.437;REF;2003;12.11;5;6.98;23.08;5;
13036;48.0069;-2.437;REF;2004;12.21;7;7.49;24.73;7;
13036;48.0069;-2.437;REF;2005;11.76;3;4.54;15.98;3;
13037;48.0112;-2.33;REF;1990;11.92;6;7.42;23.03;6;
13037;48.0112;-2.33;REF;1991;10.97;5;5.74;21.78;4;
13037;48.0112;-2.33;REF;1992;10.88;5;6.46;21.13;4;
13037;48.0112;-2.33;REF;1993;11.28;3;7.45;17.56;3;
13037;48.0112;-2.33;REF;1994;10.71;3;6.73;18.89;3;
13037;48.0112;-2.33;REF;1995;11.37;5;7.01;23.25;4;
13037;48.0112;-2.33;REF;1996;11.67;5;4.82;21.23;4;
13037;48.0112;-2.33;REF;1997;11.19;2;6;18.23;2;
13037;48.0112;-2.33;REF;1998;11.32;2;6.65;17.24;1;
13037;48.0112;-2.33;REF;1999;12.03;3;4.12;15.15;2;
13037;48.0112;-2.33;REF;2000;12.13;10;7.53;32.11;9;
13037;48.0112;-2.33;REF;2001;11.05;9;7.94;23.9;7;
13037;48.0112;-2.33;REF;2002;11.37;2;8.31;18.31;0;
13037;48.0112;-2.33;REF;2003;12.02;6;6.71;22.27;4;
13037;48.0112;-2.33;REF;2004;12.15;7;7.74;23.36;6;
13037;48.0112;-2.33;REF;2005;11.66;3;4.52;17.26;2;
13038;48.0154;-2.223;REF;1990;11.18;6;8.52;21.08;3;
13038;48.0154;-2.223;REF;1991;10.28;5;6.91;21.65;5;
13038;48.0154;-2.223;REF;1992;10.15;4;7.27;17.98;4;
13038;48.0154;-2.223;REF;1993;10.65;2;7.47;15.49;1;
13038;48.0154;-2.223;REF;1994;10;5;7.26;22.86;4;
13038;48.0154;-2.223;REF;1995;10.67;6;7.78;27.25;6;
13038;48.0154;-2.223;REF;1996;10.96;4;5.81;19.96;2;
13038;48.0154;-2.223;REF;1997;10.49;2;6.65;17.2;2;
13038;48.0154;-2.223;REF;1998;10.64;4;7.33;20.09;3;
13038;48.0154;-2.223;REF;1999;11.31;4;5.07;17.55;3;
13038;48.0154;-2.223;REF;2000;11.39;10;8.46;29.56;9;
13038;48.0154;-2.223;REF;2001;10.38;8;8.25;25.74;8;
13038;48.0154;-2.223;REF;2002;10.64;3;8.33;18.8;1;
13038;48.0154;-2.223;REF;2003;11.31;4;7.46;19.97;3;
13038;48.0154;-2.223;REF;2004;11.45;6;8.28;22.35;5;
13038;48.0154;-2.223;REF;2005;11.03;3;5.17;17.96;3;
13039;48.0196;-2.1159;REF;1990;11.43;6;8.36;20.77;3;
13039;48.0196;-2.1159;REF;1991;10.53;5;6.83;21.32;5;
13039;48.0196;-2.1159;REF;1992;10.4;4;7.16;17.7;4;
13039;48.0196;-2.1159;REF;1993;10.88;2;7.38;15.25;1;
13039;48.0196;-2.1159;REF;1994;10.24;5;7.15;22.51;4;
13039;48.0196;-2.1159;REF;1995;10.92;6;7.66;26.85;6;
13039;48.0196;-2.1159;REF;1996;11.2;3;5.71;19.65;2;
13039;48.0196;-2.1159;REF;1997;10.74;2;6.54;16.94;2;
13039;48.0196;-2.1159;REF;1998;10.88;4;7.21;19.77;3;
13039;48.0196;-2.1159;REF;1999;11.57;3;4.99;17.28;3;
13039;48.0196;-2.1159;REF;2000;11.63;10;8.29;29.14;9;
13039;48.0196;-2.1159;REF;2001;10.61;8;8.12;25.35;7;
13039;48.0196;-2.1159;REF;2002;10.89;2;8.2;18.56;1;
13039;48.0196;-2.1159;REF;2003;11.56;4;7.29;19.66;3;
13039;48.0196;-2.1159;REF;2004;11.69;5;8.15;21.99;5;
13039;48.0196;-2.1159;REF;2005;11.26;3;5.12;17.69;3;
13040;48.0236;-2.0089;REF;1990;11.72;7;7.84;22.26;7;
13040;48.0236;-2.0089;REF;1991;10.79;5;6.64;20.29;3;
13040;48.0236;-2.0089;REF;1992;10.71;2;6.99;18.06;2;
13040;48.0236;-2.0089;REF;1993;11.13;1;7.1;14.46;1;
13040;48.0236;-2.0089;REF;1994;10.51;5;6.62;22.26;5;
13040;48.0236;-2.0089;REF;1995;11.19;6;7.78;24.12;6;
13040;48.0236;-2.0089;REF;1996;11.47;3;5.44;19.88;3;
13040;48.0236;-2.0089;REF;1997;10.97;3;6.79;17.12;3;
13040;48.0236;-2.0089;REF;1998;11.12;4;6.6;19.86;3;
13040;48.0236;-2.0089;REF;1999;11.83;5;5.24;22.44;5;
13040;48.0236;-2.0089;REF;2000;11.89;6;7.37;23.83;6;
13040;48.0236;-2.0089;REF;2001;10.88;8;8.09;26.46;7;
13040;48.0236;-2.0089;REF;2002;11.16;0;8.54;17.86;0;
13040;48.0236;-2.0089;REF;2003;11.78;2;7.6;18.21;2;
13040;48.0236;-2.0089;REF;2004;11.91;4;7.66;19.78;4;
13040;48.0236;-2.0089;REF;2005;11.5;2;5.03;17.86;1;
13041;48.0275;-1.9018;REF;1990;12.11;5;7.35;22.03;6;
13041;48.0275;-1.9018;REF;1991;11.14;2;5.06;17.23;3;
13041;48.0275;-1.9018;REF;1992;11.1;2;6.76;15.91;2;
13041;48.0275;-1.9018;REF;1993;11.51;1;5.7;11.72;1;
13041;48.0275;-1.9018;REF;1994;10.88;3;6.19;18.32;5;
13041;48.0275;-1.9018;REF;1995;11.57;4;6.52;21.07;6;
13041;48.0275;-1.9018;REF;1996;11.83;2;4.73;15.51;2;
13041;48.0275;-1.9018;REF;1997;11.34;1;6.09;14.4;2;
13041;48.0275;-1.9018;REF;1998;11.49;1;6.44;15.7;1;
13041;48.0275;-1.9018;REF;1999;12.21;3;4.47;16.32;4;
13041;48.0275;-1.9018;REF;2000;12.24;6;7.37;25.22;7;
13041;48.0275;-1.9018;REF;2001;11.26;4;6.9;20;6;
13041;48.0275;-1.9018;REF;2002;11.57;2;7.95;14.88;2;
13041;48.0275;-1.9018;REF;2003;12.12;2;6.66;15.72;2;
13041;48.0275;-1.9018;REF;2004;12.34;2;6.8;17.09;4;
13041;48.0275;-1.9018;REF;2005;11.85;1;4.64;16.34;2;
13042;48.0314;-1.7947;REF;1990;12.42;5;7.23;21.7;6;
13042;48.0314;-1.7947;REF;1991;11.43;1;4.96;16.92;3;
13042;48.0314;-1.7947;REF;1992;11.4;2;6.67;15.49;2;
13042;48.0314;-1.7947;REF;1993;11.79;1;5.59;11.55;1;
13042;48.0314;-1.7947;REF;1994;11.18;3;6.08;18.01;5;
13042;48.0314;-1.7947;REF;1995;11.87;4;6.4;20.73;6;
13042;48.0314;-1.7947;REF;1996;12.13;2;4.78;15.25;2;
